species,sum_cna
abetow,0.4844237409561174
acafly,0.770112271031842
acowoo,0.7117700845361642
aldfly,0.28030728175083464
allhum,0.31611533252517887
ambduc,0.5062751119239817
ameavo,0.08605031160042236
amebit,0.4128024735630955
amecro,0.5301326596713558
amedip,0.3680366670710242
amegfi,0.5282992067353245
amekes,0.3820858596489245
amepip,0.24393497913509377
amered,0.5388483806644917
amerob,0.5029459846121345
amewig,0.25552221051741686
amewoo,0.6474985002380977
amgplo,0.0986894371101263
amtspa,0.317269430760883
amwpel,0.3946832305352487
anhing,0.5751460368188006
annhum,0.5332094066198678
arcter,0.13015555721852967
arcwar1,0.0057090922146016965
astfly,0.351453225022996
attwoo1,0.19647538856287383
babwar,0.595233001297089
bacspa,0.8458710585573357
baisan,0.2828068909398316
baispa,0.2961222832369472
baleag,0.2720046300773724
balori,0.4329796418457259
banswa,0.2169769267052008
bargol,0.30920997949209905
barswa,0.38574392105811883
batpig1,0.6202387290545417
bawwar,0.6463254563678311
bcnher,0.3099242596206908
belkin1,0.5181180718325251
belspa2,0.1865308484564352
belvir,0.5412159152277991
benthr,0.20381588840582765
bewwre,0.4342018721137926
bkbcuc,0.5455413064876748
bkbmag1,0.2575831675552244
bkbplo,0.22168718402647158
bkbwar,0.6332962607465172
bkbwoo,0.4397868943325598
bkcchi,0.5396391311760524
bkchum,0.4497976630916538
bkcspa,0.4132247441118224
bkhgro,0.42690982666790644
bknsti,0.1532975978897002
bkpwar,0.35309697626815995
bktgna,0.22572811135131587
bktspa,0.2296783988949556
bkwvir,0.16461245996242724
blctit4,0.631908236943076
blkpho,0.3859580248478025
blksco2,0.5474512315868607
blkswi,0.3868746366887734
blkter,0.37597178322387137
blkvul,0.706596079703731
blugrb1,0.513334874928395
blujay,0.5792605797053303
bncfly,0.3262771254117246
bnhcow,0.37243073110923364
bnhnut,0.7564699001265183
boboli,0.3481069012005279
bohwax,0.20346030898388356
bongul,0.40209785837393
borchi2,0.01892860477407088
botgra,0.35801806744905207
brant,0.35350881222198266
brdowl,0.7096627277796835
brebla,0.3362302303307799
brespa,0.2046007750415673
britit,0.45616382701700786
brncre,0.5479876175341962
brnowl,0.3610345904531189
brnthr,0.5450436893311426
brocow,0.2685134038817103
brthum,0.3767630849080992
brwhaw,0.6460707827678446
btbwar,0.6977141959256075
btnwar,0.65309702427526
btywar,0.33679782239074824
bubsan,0.23761516817606998
buffle,0.35999469629006775
buggna,0.6138896055680467
buhvir,0.6599422957088432
bulori,0.3544733411222476
burowl,0.39729027224264546
bushti,0.30312367081491276
buwtea,0.2907429785474893
buwwar,0.7452780411860493
cacgoo1,0.26715648742888715
cacwre,0.3258958913610428
calgul,0.11690406998510516
calhum,0.4399259149065806
calqua,0.47992441135645647
calthr,0.723773097427511
caltow,0.6605641832567244
camwar,0.6624414741989022
cangoo,0.36288866769263073
cantow,0.46600445175317873
canvas,0.3691619773770981
canwar,0.563261340507359
canwre,0.3871385262047937
carchi,0.7567447461743271
carwre,0.7198521447493318
casfin,0.3232439749908851
caskin,0.3410415802456635
casspa,0.43204115265323917
caster1,0.4965748298490311
casvir,0.47616791486974464
categr,0.59929499750025494
cavswa,0.5581433686306814
cedwax,0.574872033743727
cerwar,0.905724925324904
chbchi,0.5586408309418438
chclon,0.3737635058380003
chirav,0.3273789790981212
chispa,0.5063238098828731
chiswi,0.5705569764451646
chswar,0.6485060583335299
chwwid,0.8234864479070562
cintea,0.17211386908591608
clagre,0.3497653353426049
clanut,0.25661744374436
clcspa,0.4321158203507
cliswa,0.3537135886025907
cogdov,0.49467502024786825
comgal1,0.5031555411411412
comgol,0.2980794336213111
comgra,0.3475315286402432
comloo,0.4215601672332987
commer,0.4352847426375814
comnig,0.46678572485057845
compoo,0.32450034474653644
comrav,0.2067488970317619
comred,0.14425780186024578
comter,0.6849060686850432
comyel,0.44536788425278306
conwar,0.40149332940943694
coohaw,0.3906918080607582
corfly,0.4033961079257651
coshum,0.21668015245868588
coukin,0.32182926274840895
cowscj1,0.59972690777591
crithr,0.27889051605370696
cubthr,0.4005220291396325
daejun,0.4431810645269777
dickci,0.3807037205943196
doccor,0.4865817555387064
dowwoo,0.6113798569747858
dunlin,0.31971369728109045
dusfly,0.324720029439725
dusgro,0.28562980890953327
eargre,0.06753331970476593
easblu,0.6569950319863387
easkin,0.4596925390371299
easmea,0.5017590382775854
easowl1,0.6822945020872251
easpho,0.6700671815411414
eastow,0.709758356277089
easwpw1,0.8333756885964823
eawpew,0.6071069878001865
evegro,0.5484310745222755
ferhaw,0.34791206094560656
fiespa,0.5941143830489208
fiscro,0.5866507136088739
forter,0.46675499487739547
foxspa,0.2910130383557794
fragul,0.47693759372308697
fuwduc,0.21617038814072131
gadwal,0.3096417241122965
gamqua,0.209440231932831
gbbgul,0.7828427081182969
gilfli,0.22478312034581904
gilwoo,0.3241515751251427
gloibi,0.5528904611004739
gnttow,0.24953164921577042
gnwtea,0.21403182160569345
gockin,0.5681362408721045
gocspa,0.3057507446483218
gofwoo,0.41050059563065133
goleag,0.12644494849853832
gowwar,0.6446658741681199
graspa,0.5023664212558808
grawar,0.4325946891012151
grbani,0.1685022087662773
grbher3,0.41393907144271225
grcfly,0.6267914936679722
greegr,0.3625012822003235
greroa,0.45775110417042697
gresca,0.24220894759150913
greyel,0.19386770792507413
grhowl,0.3673989690103312
grnher,0.506454388195344
grnjay,0.3114404043635659
grpchi,0.6669225863536212
grtgra,0.3078958688055988
grycat,0.515063260688168
gryfly,0.18823255890023805
gryjay,0.11770546876251053
grykin,0.29712469628157123
gryvir,0.23718403313186798
gwfgoo,0.14249602836394068
gycthr,0.12955099892468103
haiwoo,0.5800612874613944
hamfly,0.40442663573201143
harduc,0.4473537693751552
harspa,0.42841975762391504
henspa,0.5028802964513931
heptan,0.4405742747680321
hergul,0.24790474110344896
herthr,0.4873168834761481
herwar,0.6111223673113231
hoared,0.01900371332915618
hoomer,0.44883433636506087
hooori,0.3346846196559454
hoowar,0.878423358981457
horgre,0.40442365068356345
horlar,0.23730160542968093
houfin,0.3527960702303403
houwre,0.4233773802844143
hrshaw,0.3105104130213192
hudgod,0.19622783837410757
hutvir,0.6055047684068313
incdov,0.3719654210793806
indbun,0.5892770256470761
juntit1,0.22526718012596803
kenwar,0.8521014130123932
killde,0.2714878571767745
kineid,0.13054724180386773
kinrai4,0.4553549046414074
labwoo,0.4399409445876685
laplon,0.26928348400283003
larbun,0.4270067249783922
larspa,0.4401620442499702
lawgol,0.5393561017711059
lazbun,0.31374154136679966
leabit,0.36803405485385543
leafly,0.4530990841118937
leasan,0.20768463640434842
lecspa,0.2724867863116056
lecthr,0.062419924660161996
lesgol,0.39861782403821877
lesnig,0.29292618905287937
lessca,0.35672767760649443
lesyel,0.143280481282732
lewwoo,0.38266045394756176
libher,0.43279132793187103
limpki,0.6350661676005807
linspa,0.3242030235133256
lobcur,0.23663138058882532
lobdow,0.1764757900890761
lobthr,0.35661449360941333
loeowl,0.21581054162348767
logshr,0.35162417038846794
lotduc,0.4494524536069179
louwat,0.8454778037818712
lucwar,0.25677991645326514
macwar,0.3457082425113436
magwar,0.5647462379759389
mallar3,0.30815198821682444
margod,0.22063058522815476
marwre,0.27668945796959576
mcclon,0.3327938142759217
merlin,0.2162283376498788
mewgul,0.0900252108276618
mexjay4,0.3941278174018521
miskit,0.5819917685316984
motduc,0.3466134733469133
moublu,0.31857349403188573
mouchi,0.38442976827216
moudov,0.4240185409679045
mouplo,0.20910366646141654
mouqua,0.650613156315341
mouwar,0.5768765730780281
naswar,0.49779406371889
nopowl,0.5761373647363257
norbob,0.4950532092307097
norcar,0.6305354855940513
norfli,0.47398351357512736
norgos,0.11793748090683298
norhar2,0.2737114171185264
normoc,0.5056284658330854
norpar,0.6912239597487997
norpin,0.20668948834717604
norsho,0.19776188183326115
norshr4,0.18660665804131504
norwat,0.2556326555063082
nrwswa,0.3854042489138827
nstspa,0.17464240618187807
nswowl,0.3448922370387702
nutwoo,0.6020388990937136
oaktit,0.7422918429392666
olispa,0.3605918688053862
olsfly,0.34914608666769403
orcori,0.5425387466007718
orcwar,0.3101547599081321
osprey,0.4245793760804908
ovenbi1,0.7157347722860068
pacwre1,0.445401934175504
pagplo,0.14617682169168944
paibun,0.6438746159796003
palwar,0.5305176907343813
pasfly,0.4125877248481764
pecsan,0.1171791187637665
perfal,0.22163892362338466
phaino,0.28967072114260617
phivir,0.5374468977877163
pibgre,0.41215571950331675
pilwoo,0.7558339900450477
pingro,0.08122817445386021
pinjay,0.14024902677424933
pinsis,0.45837101946538883
pinwar,0.7739462247645013
plsvir,0.3286298105817069
prafal,0.29264002745207307
prawar,0.790738553961853
prowar,0.6262298647609472
purfin,0.5948285942423635
purgal2,0.5021578429202376
purmar,0.3786918035469138
pursan,0.8086838684673694
pygnut,0.5182920905907804
pyrrhu,0.4797924164603158
rebmer,0.3721315013766253
rebnut,0.5346782200009306
rebsap,0.4456120041737677
rebwoo,0.6544458265983124
recwoo,0.8827638119735237
redcro,0.5084527460947119
redhea,0.47413651480603797
redkno,0.48550652142268935
reevir1,0.7064622549726002
refwar,0.4714099321292986
rehwoo,0.5497888786441438
rengre,0.3382655742171763
renpha,0.14327734921785568
rensap,0.32842597280286556
reshaw,0.6927128858572398
rethaw,0.3769745543197587
retloo,0.4235390075560186
rewbla,0.30650034099590845
ribgul,0.3293972649978141
rinduc,0.35182093320282803
robgro,0.5424890867317564
rocsan,0.4225549073476853
rocwre,0.25514716829714157
rolhaw,0.2437145531054421
rosgoo,0.21005674102552085
rosspo1,0.3970251326042935
rthhum,0.6642010133530424
ruckin,0.44643378870446204
rucspa,0.5684965738137056
rudduc,0.3329902940617117
rudtur,0.29050892932539885
rufgro,0.6087263076926508
rufhum,0.3666277206126479
rusbla,0.3393675830902193
saggro,0.11915513109596532
sagspa1,0.1173139229549458
sagthr,0.1875570469019887
sancra,0.29563538435626596
sander,0.5260660420711192
savspa,0.29580834402058587
saypho,0.31057991118720363
scaqua,0.4903940231837396
scatan,0.7802067654560751
scoori,0.3029546455414369
sctfly,0.5448012929999184
sedwre1,0.3060672393759767
semplo,0.22766780743020967
semsan,0.20997599343692908
shbdow,0.30915482329980465
sheowl,0.2318220632739571
shshaw,0.3772536759093539
shtgro,0.4514743278754061
smilon,0.25735014818751567
snobun,0.13585384755557067
snoegr,0.3611476898346533
snogoo,0.23771675734928896
snoowl1,0.134558670045827
solsan,0.2843192567235907
sonspa,0.4780109262661507
soogro1,0.29663016557361743
sora,0.26046030876400306
sposan,0.23848569115011742
spotow,0.458001718128742
sprgro,0.033159688255632425
sprpip,0.338802627784596
steeid,0.5219018782112244
stejay,0.530406881113187
stisan,0.21056892225968235
sumtan,0.7360231433576275
surfbi,0.5570263051730535
sursco,0.7222287020266003
swahaw,0.4344791728910762
swaspa,0.4634720061301225
swathr,0.39177814974459446
swawar,0.8544379933526629
swtkit,0.6622519532593333
tenwar,0.5642866357383998
towsol,0.36475519897279163
towwar,0.39270925763996956
treswa,0.3390944703602079
tribla,0.644990257552081
triher,0.45959128015790895
truswa,0.17479086906425081
tuftit,0.7555381523236591
tunswa,0.11998583931240198
turvul,0.542080274680405
uplsan,0.46210566108272255
varbun,0.40946203963846983
varthr,0.275411205077992
vauswi,0.4724295703889183
veery,0.6350399020497228
verdin,0.2912770331889134
verfly,0.49966991121491233
vesspa,0.3682187265090375
vigswa,0.33722091854864544
virrai,0.3191837260933344
virwar,0.3323707528513401
wantat1,0.0783409955641563
warvir,0.37130667808823314
wesblu,0.44547404679739344
wesgre,0.5137682676930998
weskin,0.3674128750142207
wesmea,0.4168503969068943
wesowl1,0.42135953445215235
wessan,0.3469566056071206
westan,0.36672793961998484
wewpew,0.37725551856414796
whbnut,0.6338136434001143
whcspa,0.29879446221870914
whevir,0.751627525459612
whfibi,0.1603529178488322
whhwoo,0.7313699880962758
whiibi,0.4675334342666018
whimbr,0.1731032450761587
whrsan,0.23682926499666565
whtkit,0.3197750931678769
whtspa,0.5668921145538741
whtswi,0.29318719123370585
whwcro,0.09221651028027783
whwdov,0.3892554396611835
whwsco2,0.49520166506453134
wilfly,0.35117897700456435
willet1,0.31956659733608994
wilpha,0.08290921222498898
wilpta,0.0032971441780134114
wilsap,0.4642787111614606
wilsni1,0.19001987534277526
wiltur,0.616601936689043
winwre3,0.65387373666046
wlswar,0.26602410251784014
woewar1,0.8580854270823892
wooduc,0.46341554961445475
wooscj2,0.2932990683293326
woosto,0.4745361603359566
woothr,0.7499525960351314
wrenti,0.7261579357227674
y00475,0.2803416363587884
y00678,0.44585005513599163
yebcha,0.6192744397887083
yebcuc,0.6586774566167165
yebfly,0.43018774409787053
yebloo,0.06732580077615213
yebmag,0.5757564406521851
yebsap,0.6822768381403949
yehbla,0.3210476984538507
yelwar,0.340994122521038
yerwar,0.429110836321533
yetvir,0.718891709729552
yetwar,0.7776492506729431
