species,avg,stdev,lower95,upper95,habitat,tipping_pt
abetow,0.4398931072842824,0.00902209465510638,0.4222098017602739,0.4575764128082909,Aridlands,NA
acafly,0.439969938225336,0.00137486936019164,0.4372751942793604,0.44266468217131166,Forest,NA
acowoo,0.439781009121129,0.00455064664499367,0.43086174169694136,0.44870027654531663,Forest,NA
aldfly,0.4400058109306999,0.0014176248833712,0.4372272661592923,0.44278435570210745,Forest,NA
allhum,0.43984318133690176,0.01073088500724641,0.4188106467226988,0.4608757159511047,Aridlands,Tipping Point
ambduc,0.4396540887852215,0.00908980360362659,0.4218380737221134,0.4574701038483297,Water/wetland,NA
ameavo,0.4395439047757636,0.01609606138704942,0.4079956244571468,0.4710921850943805,Water/wetland,NA
amebit,0.43997275672737673,0.00169791966999201,0.4366448341741923,0.4433006792805611,Water/wetland,NA
amecro,0.44005804668334303,0.00111597544619363,0.4378707348088035,0.44224535855788255,Habitat Generalist,NA
amedip,0.43999566840505205,0.00364392230011701,0.4328535806968227,0.4471377561132814,Water/wetland,NA
amegfi,0.4400044385490378,4.840453508979277e-4,0.43905570966127794,0.4409531674367978,Forest,NA
amekes,0.4399976799490991,5.500369180838976e-4,0.43891960758965465,0.4410757523085436,Habitat Generalist,NA
amepip,0.4400098507844817,0.00113889606565908,0.4377776144957899,0.4422420870731735,Water/wetland,NA
amered,0.4399929834402053,7.790347733885645e-4,0.4384660752843637,0.441519891596047,Forest,NA
amerob,0.44004195771485743,0.00156293686402742,0.4369786014613637,0.4431053139683512,Forest,NA
amewig,0.4398595718416425,0.0041493127535579,0.43172691884466896,0.447992224838616,Water/wetland,NA
amewoo,0.4399828574975211,0.00106688445845242,0.4378917639589543,0.4420739510360878,Forest,NA
amgplo,0.4400960066441222,0.00439163873802046,0.4314883947176021,0.4487036185706423,Water/wetland,Tipping Point
amtspa,0.43996157093806165,9.553455031815608e-4,0.4380890937518258,0.4418340481242975,Water/wetland,NA
amwpel,0.4400301981938765,0.00579551707211666,0.42867098473252785,0.4513894116552252,Water/wetland,NA
anhing,0.43996847147627144,0.00347181049623381,0.4331637229036532,0.4467732200488897,Water/wetland,NA
annhum,0.4399147308920189,0.00299054798745319,0.4340532568366106,0.44577620494742715,Aridlands,NA
arcter,0.44641646813759334,0.21446039650250168,0.02607409099269003,0.8667588452824966,Water/wetland,NA
arcwar1,0,0,0,0,Water/wetland,NA
astfly,0.439981399606036,0.00119295792478895,0.4376432020734496,0.44231959713862234,Aridlands,NA
attwoo1,0.44008652039307794,0.00246555746167274,0.4352540277681994,0.4449190130179565,Forest,NA
babwar,0.43997471737874977,0.00127680989268078,0.43747216998909544,0.4424772647684041,Forest,NA
bacspa,0.4401680969021033,0.00684703212228726,0.42674791394242023,0.45358827986178635,Forest,Tipping Point
baisan,0.4399277934168006,0.00219468926598926,0.4356262024554616,0.4442293843781396,Water/wetland,NA
baispa,0.43997674142809184,0.00309639035514365,0.4339078163320103,0.4460456665241734,Grasslands,Tipping Point
baleag,0.4400252177149051,0.00132201935957099,0.43743405977014593,0.4426163756596643,Water/wetland,NA
balori,0.4399924824697977,8.878495284781819e-4,0.43825229739398047,0.44173266754561497,Forest,NA
banswa,0.43999582907972007,0.00444913411219833,0.4312755262198113,0.4487161319396288,Habitat Generalist,NA
bargol,0.4402575370936672,0.00618698591947567,0.4281310446914948,0.4523840294958395,Water/wetland,NA
barswa,0.44000936095267135,0.00580760425431342,0.42862645661421706,0.4513922652911256,Habitat Generalist,NA
batpig1,0.43991077858670335,0.00339947392026136,0.4332478097029911,0.4465737474704156,Forest,NA
bawwar,0.4399812967531052,9.176538399766394e-4,0.438182695226751,0.4417798982794594,Forest,NA
bcnher,0.43995484976621385,0.00290614434677903,0.43425880684652696,0.44565089268590075,Water/wetland,NA
belkin1,0.4400045177713906,6.65703090592859e-4,0.4386997397138286,0.4413092958289526,Water/wetland,NA
belspa2,0.4399137324682582,0.00503304052284831,0.4300489730434755,0.4497784918930409,Aridlands,NA
belvir,0.4399942266477153,0.00155706085638171,0.4369423873692071,0.4430460659262235,Aridlands,NA
benthr,0.4403732031660494,0.00533442554811235,0.4299177290917492,0.4508286772403496,Aridlands,Tipping Point
bewwre,0.43995467712726455,0.00121704837013331,0.43756926232180327,0.44234009193272583,Aridlands,NA
bkbcuc,0.4400079881266453,0.00191355033557586,0.43625742946891666,0.443758546784374,Forest,Tipping Point
bkbmag1,0.4400231573896166,0.00140692751717761,0.43726557945594857,0.4427807353232848,Habitat Generalist,NA
bkbplo,0.4397503355143251,0.01213985512613371,0.415956219467103,0.4635444515615472,Water/wetland,NA
bkbwar,0.4400079627103944,0.00138026340449124,0.4373026464375916,0.4427132789831973,Forest,NA
bkbwoo,0.4400808776003177,0.00427457633242733,0.43170270798876015,0.4484590472118753,Forest,NA
bkcchi,0.4400094222608849,0.00117455618075459,0.4377072921466059,0.4423115523751639,Forest,NA
bkchum,0.44009791210667343,0.00177951841332512,0.43661005601655617,0.4435857681967907,Forest,NA
bkcspa,0.43976515439803104,0.00450537969047973,0.4309346102046907,0.4485956985913714,Aridlands,Tipping Point
bkhgro,0.4400196263983751,0.00111303997458862,0.4378380680481814,0.4422011847485688,Forest,NA
bknsti,0.4396687008742784,0.01077509066296264,0.4185495231748716,0.4607878785736852,Water/wetland,NA
bkpwar,0.43999025452627855,0.00106758207633726,0.4378977936566575,0.4420827153958996,Forest,NA
bktgna,0.44017898028329067,0.00341017821753146,0.433495030976929,0.44686292958965235,Aridlands,NA
bktspa,0.4399990341159139,0.0016494173990225,0.43676617601382983,0.4432318922179981,Aridlands,NA
bkwvir,0.44247992624298105,0.04881227198447027,0.3468078731534193,0.5381519793325428,Forest,NA
blctit4,0.4401188072178071,0.00354506882568732,0.43317047231945993,0.4470671421161543,Aridlands,NA
blkpho,0.43997031649127616,0.00243035459187156,0.4352068214912079,0.4447338114913445,Water/wetland,NA
blksco2,0.44038135435655057,0.01133635241999973,0.4181621036133511,0.4626006050997501,Water/wetland,Tipping Point
blkswi,0.4399446932683091,0.00662313495426582,0.42696334875794806,0.4529260377786702,Forest,Tipping Point
blkter,0.4399867406538136,0.00492235933137261,0.43033891636432325,0.4496345649433039,Water/wetland,NA
blkvul,0.44006620822575543,0.00148731592310934,0.4371510690164611,0.44298134743504974,Habitat Generalist,NA
blugrb1,0.439977358525744,7.98481232076274e-4,0.43841233531087453,0.4415423817406135,Forest,NA
blujay,0.4399997843801632,6.605867924658817e-4,0.43870503426693014,0.44129453449339634,Forest,NA
bncfly,0.43975282609883815,0.00304501188782645,0.4337846027986983,0.445721049398978,Aridlands,NA
bnhcow,0.4400433044844317,0.00258484597588708,0.434977006371693,0.4451096025971704,Habitat Generalist,NA
bnhnut,0.439914936500007,0.00248410886778005,0.43504608311915816,0.444783789880856,Forest,NA
boboli,0.4399110222386229,0.00376675286592075,0.4325281866214182,0.4472938578558276,Grasslands,Tipping Point
bohwax,0.44003771792132274,0.00338887910655646,0.4333955148724721,0.4466799209701734,Forest,NA
bongul,0.4398934411670586,0.00796157716370235,0.424288749926202,0.4554981324079152,Water/wetland,NA
borchi2,0.43988210653167714,0.00191041558360121,0.4361376919878188,0.4436265210755355,Forest,NA
botgra,0.44002092271911103,0.00971013548598329,0.4209890571665838,0.45905278827163826,Water/wetland,NA
brant,0.44000196193294494,0.02351263040038425,0.39391720634819183,0.48608671751769805,Water/wetland,NA
brdowl,0.4400305025089044,0.00102282234229606,0.43802577071800414,0.4420352342998047,Forest,NA
brebla,0.4400121320559688,0.00118842987794749,0.4376828094951917,0.4423414546167459,Habitat Generalist,NA
brespa,0.4400480226715915,0.00107574951950637,0.437939553613359,0.442156491729824,Aridlands,NA
britit,0.4395415266379096,0.00831371323791991,0.42324664869158657,0.4558364045842326,Forest,NA
brncre,0.4400113765382812,7.708616700220796e-4,0.4385004876650379,0.4415222654115245,Forest,NA
brnowl,0.4397923157660796,0.00305519347051493,0.43380413656387035,0.4457804949682889,Habitat Generalist,NA
brnthr,0.4399730171956531,6.607540254645072e-4,0.4386779393057426,0.4412680950855636,Forest,NA
brocow,0.4394668467883346,0.00666380793834208,0.4264057832291841,0.4525279103474851,Aridlands,NA
brthum,0.44005165182686456,0.00222995900987555,0.4356809321675085,0.44442237148622066,Forest,NA
brwhaw,0.4401208110190245,0.00338208777991015,0.43349191897040057,0.4467497030676485,Forest,NA
btbwar,0.4399436565575723,0.00198772105616316,0.4360477232874925,0.4438395898276521,Forest,NA
btnwar,0.43997009676845983,0.00122490425595678,0.43756928442678455,0.4423709091101351,Forest,NA
btywar,0.439982812036037,0.00156304182645578,0.4369192500561837,0.4430463740158904,Forest,NA
bubsan,0.4398829229224788,0.00899104074466123,0.4222604830629428,0.4575053627820147,Water/wetland,Tipping Point
buffle,0.4399323978604416,0.00302895756159822,0.4339956410397091,0.44586915468117416,Water/wetland,NA
buggna,0.4399939866958219,7.380827830692548e-4,0.43854734444100624,0.4414406289506377,Habitat Generalist,NA
buhvir,0.4399838063684566,0.00108324105058665,0.43786065390930673,0.4421069588276064,Forest,NA
bulori,0.4400232522554872,0.00104308066520011,0.437978814151695,0.44206769035927945,Forest,NA
burowl,0.439957533582553,0.00183491916264426,0.4363610920237702,0.44355397514133577,Grasslands,NA
bushti,0.44001194840104346,0.00211419875328493,0.43586811884460497,0.4441557779574819,Forest,NA
buwtea,0.43993363343235375,0.0017160438960078701,0.4365701873961783,0.4432970794685292,Water/wetland,NA
buwwar,0.43997611721296104,0.00190132499085798,0.4362495202308794,0.4437027141950427,Forest,NA
cacgoo1,0.44017446764981577,0.00386681666467754,0.4325955069870478,0.44775342831258375,Water/wetland,NA
cacwre,0.4400603975875575,0.00256293151580083,0.43503705181658786,0.44508374335852713,Aridlands,NA
calgul,0.43997872209238525,0.05227297662806719,0.33752368790137355,0.542433756283397,Water/wetland,NA
calhum,0.4401401245236944,0.00241249149395634,0.43541164119553993,0.4448686078518488,Forest,NA
calqua,0.43997022968391875,0.00261372203104177,0.4348473345030768,0.44509312486476066,Aridlands,NA
calthr,0.4398212222085902,0.00639043719219451,0.427295965311889,0.4523464791052915,Aridlands,NA
caltow,0.4400325382277347,0.00474575355870015,0.4307308612526824,0.449334215202787,Aridlands,NA
camwar,0.4399972789861869,0.00141351381582067,0.4372267919071784,0.4427677660651954,Forest,NA
cangoo,0.4399548211477889,0.00115022826336205,0.43770037375159926,0.4422092685439785,Water/wetland,NA
cantow,0.43997205340459106,0.00320872739000223,0.4336829477201867,0.44626115908899544,Aridlands,NA
canvas,0.4394231458777204,0.01890834699730149,0.4023627857630095,0.47648350599243133,Water/wetland,NA
canwar,0.4400068706832601,0.00176278647395824,0.4365518091943019,0.4434619321722183,Forest,Tipping Point
canwre,0.440113184224225,0.00281537889005052,0.434595041599726,0.445631326848724,Aridlands,NA
carchi,0.44000586484172527,0.00102857600644559,0.4379898558690919,0.44202187381435865,Forest,NA
carwre,0.43999223384258496,9.64597034303403e-4,0.4381016236553502,0.4418828440298197,Forest,NA
casfin,0.4400695332608146,0.00156836508724952,0.43699553768980554,0.4431435288318237,Forest,NA
caskin,0.43997207876122085,0.00204807187823195,0.4359578578798862,0.4439862996425555,Forest,NA
casspa,0.4399451915603692,0.00183840929168946,0.43634190934865785,0.44354847377208056,Grasslands,NA
caster1,0.4395785990881599,0.01493552607873752,0.4103049679738344,0.4688522302024854,Water/wetland,NA
casvir,0.44013763135724526,0.00154185874723084,0.4371155882126728,0.4431596745018177,Forest,NA
categr,0.44010536974948,0.00537756976653389,0.4295653330070736,0.4506454064918865,Water/wetland,NA
cavswa,0.44001529097655023,0.00228177475973923,0.43554301244746135,0.4444875695056391,Aridlands,NA
cedwax,0.4400292461128472,6.047457960659977e-4,0.43884394435255786,0.4412145478731366,Forest,NA
cerwar,0.439999241589071,0.00389320178639657,0.4323685660877337,0.4476299170904083,Forest,Tipping Point
chbchi,0.4399268446006971,0.00309422074378259,0.4338621719428832,0.445991517258511,Forest,NA
chclon,0.4399671657503508,0.00210059470595819,0.43585000012667274,0.4440843313740288,Grasslands,Tipping Point
chirav,0.44003023687381554,0.00322323062387044,0.4337127048510295,0.4463477688966016,Aridlands,NA
chispa,0.44000869875412785,5.137114564055702e-4,0.4390018242995729,0.4410155732086828,Forest,NA
chiswi,0.4400127485621532,0.00349053920362159,0.4331712917230549,0.44685420540125154,Forest,Tipping Point
chswar,0.44000340347675176,0.00126158042834226,0.43753070583720094,0.4424761011163026,Forest,NA
chwwid,0.4399706751181422,0.0016489237487756,0.436738784570542,0.4432025656657424,Forest,NA
cintea,0.4400324468311907,0.00281639962969084,0.43451230355699666,0.4455525901053848,Water/wetland,NA
clagre,0.44055320111037993,0.01360086966124073,0.4138954965743481,0.46721090564641177,Water/wetland,Tipping Point
clanut,0.4400971016690643,0.0023217950882207,0.43554638329615175,0.44464782004197695,Forest,NA
clcspa,0.4399857719909096,0.00100981641492104,0.4380065318176643,0.4419650121641549,Grasslands,NA
cliswa,0.4399943614836266,8.301703135992993e-4,0.4383672276689719,0.4416214952982811,Habitat Generalist,NA
cogdov,0.4398414711547271,0.00356145133155916,0.43286102654487113,0.4468219157645831,Aridlands,NA
comgal1,0.4398453183536139,0.00657659575947111,0.4269551906650505,0.4527354460421773,Water/wetland,NA
comgol,0.4396540244307284,0.00467187147570138,0.43049715633835367,0.4488108925231031,Water/wetland,NA
comgra,0.4406653118988106,0.01341920063719401,0.4143636786499103,0.46696694514771087,Habitat Generalist,NA
comloo,0.4398614690597625,0.00508840939195237,0.42988818665153583,0.4498347514679891,Water/wetland,NA
commer,0.43997400134883285,0.00803031220362842,0.42423458942972114,0.45571341326794457,Water/wetland,NA
comnig,0.4400086478062556,7.052109486811163e-4,0.4386264343468406,0.44139086126567056,Habitat Generalist,NA
compoo,0.4399712664426016,0.0014075264539017,0.43721251459295424,0.44273001829224895,Aridlands,NA
comrav,0.4399954434575079,6.534140359822978e-4,0.4387147519469826,0.4412761349680332,Habitat Generalist,NA
comred,0.43991299907801545,0.00117362856403358,0.4376126870925096,0.4422133110635213,Water/wetland,NA
comter,0.4399120573356878,0.02619303309463713,0.388573712470199,0.49125040220117655,Water/wetland,NA
comyel,0.4399834112907065,6.066180186335516e-4,0.4387944399741847,0.4411723826072282,Habitat Generalist,NA
conwar,0.4401123612899649,0.0056191063494853,0.4290989128449737,0.4511258097349561,Forest,NA
coohaw,0.44002773936934886,4.963456732412856e-4,0.4390549018497959,0.44100057688890176,Forest,NA
corfly,0.44005385913753775,0.00251606732927752,0.4351223671721538,0.4449853511029217,Forest,NA
coshum,0.4401125277941457,0.00355797802240235,0.4331388908702371,0.44708616471805435,Aridlands,NA
coukin,0.43958542238793386,0.00530047699014881,0.4291964874872422,0.4499743572886255,Aridlands,NA
cowscj1,0.43989026816487775,0.00393198260274866,0.4321835822634903,0.4475969540662651,Forest,NA
crithr,0.44010394139285186,0.00298424516327738,0.4342548208728282,0.44595306191287554,Aridlands,NA
cubthr,0.44000945794209767,0.00292822603593889,0.43427013491165745,0.4457487809725379,Aridlands,NA
daejun,0.4400106769814161,4.434407149243919e-4,0.43914153318016425,0.44087982078266785,Forest,NA
dickci,0.4399659815026866,0.00128320276258864,0.4374509040880129,0.44248105891736034,Grasslands,NA
doccor,0.43979342628235457,0.00852899213289617,0.42307660170187805,0.4565102508628311,Water/wetland,NA
dowwoo,0.43998594800831,6.953138565454344e-4,0.43862313284948096,0.4413487631671391,Forest,NA
dunlin,0.4399401402295475,0.01198408094312368,0.4164513415810251,0.4634289388780699,Water/wetland,NA
dusfly,0.44010811388515,0.00131298900176071,0.43753465544169895,0.442681572328601,Forest,NA
dusgro,0.4401363165165916,0.00302762971793018,0.43420216226944847,0.4460704707637348,Forest,NA
eargre,0.439604887189614,0.01884867675114789,0.4026614807573642,0.47654829362186385,Water/wetland,NA
easblu,0.44000227773762457,7.321977539714255e-4,0.4385671701398406,0.44143738533540855,Forest,NA
easkin,0.4399577303375457,8.594867276927029e-4,0.438273136351268,0.4416423243238234,Grasslands,NA
easmea,0.440005906241462,0.00105530673778626,0.43793750503540096,0.4420743074475231,Grasslands,NA
easowl1,0.43997458770241593,0.00113129437985546,0.4377572507178992,0.44219192468693264,Forest,NA
easpho,0.4399961516070184,7.395253883773547e-4,0.4385466818457987,0.441445621368238,Forest,NA
eastow,0.4399688352535591,0.00103815841761887,0.4379340447550261,0.4420036257520921,Forest,NA
easwpw1,0.4399686044008784,0.00207133668145876,0.4359087845052193,0.4440284242965376,Forest,Tipping Point
eawpew,0.4399969114376075,7.828482389198369e-4,0.43846252888932463,0.4415312939858904,Forest,NA
evegro,0.4400780190273835,0.00153169276184807,0.4370759012141613,0.44308013684060576,Forest,Tipping Point
ferhaw,0.43996407959532546,0.00132820037022774,0.4373608068696791,0.44256735232097183,Grasslands,NA
fiespa,0.4399887888961831,8.051499389867452e-4,0.438410695015769,0.4415668827765971,Forest,NA
fiscro,0.4399949175646168,0.00270398946484893,0.434695098213513,0.44529473691572075,Habitat Generalist,NA
forter,0.43970787030438624,0.00583794896701341,0.42826549032903993,0.45115025027973255,Water/wetland,NA
foxspa,0.4400706974443697,0.00104754574619193,0.4380175077818335,0.4421238871069059,Forest,NA
fragul,0.439885242863342,0.00901601214371399,0.4222138590616626,0.45755662666502145,Water/wetland,NA
fuwduc,0.4397426225831784,0.00836934518507721,0.423338706020427,0.4561465391459298,Water/wetland,NA
gadwal,0.4400319150856152,0.0019354272276101,0.43623847771949936,0.443825352451731,Water/wetland,NA
gamqua,0.44011706193086086,0.00304146921833878,0.4341557822629169,0.4460783415988049,Aridlands,NA
gbbgul,0.43977187982561416,0.01757550442168067,0.40532389115912,0.4742198684921083,Water/wetland,Tipping Point
gilfli,0.4402936269642673,0.00647933534095308,0.4275941296959993,0.45299312423253535,Aridlands,NA
gilwoo,0.4402045897302537,0.00527737071939731,0.429860943120235,0.45054823634027247,Aridlands,NA
gloibi,0.43962041780643535,0.00781331244663416,0.4243063254110323,0.45493451020183834,Water/wetland,NA
gnttow,0.4400295750081816,0.00129171346268419,0.4374978166213206,0.44256133339504267,Aridlands,NA
gnwtea,0.4399561777347299,0.00313724127456018,0.4338071848365919,0.44610517063286786,Water/wetland,NA
gockin,0.4399972831137233,8.151297101118116e-4,0.4383996288819042,0.4415949373455425,Forest,NA
gocspa,0.43994214321058506,0.00243778384006621,0.4351640868840553,0.4447201995371149,Water/wetland,NA
gofwoo,0.4397522193380358,0.00353866646628721,0.4328164330641129,0.4466880056119587,Aridlands,NA
goleag,0.43998724932906136,0.00108535660717942,0.43785995037898967,0.44211454827913305,Habitat Generalist,NA
gowwar,0.43999589274910006,0.00230714182638223,0.43547389476939086,0.44451789072880926,Forest,Tipping Point
graspa,0.4399724153381874,0.00107759928168029,0.437860320746094,0.4420845099302808,Grasslands,NA
grawar,0.44000949708983256,0.004830981669311,0.430540773017983,0.4494782211616821,Forest,Tipping Point
grbani,0.43950281992902773,0.00813826102877508,0.42355182831262855,0.4554538115454269,Habitat Generalist,NA
grbher3,0.43997890866749106,9.280778907010482e-4,0.438159876001717,0.4417979413332651,Water/wetland,NA
grcfly,0.4400003906418139,7.840831587541865e-4,0.43846358765065574,0.44153719363297217,Forest,NA
greegr,0.4399555196222072,0.00238943380270658,0.43527222936890225,0.4446388098755122,Water/wetland,NA
greroa,0.4399522299139357,0.0020547595941883,0.4359249011093266,0.4439795587185448,Aridlands,NA
gresca,0.4401666814900821,0.00979791229876497,0.4209627733845027,0.45937058959566146,Water/wetland,NA
greyel,0.4399498921842652,0.00186281199645893,0.4362987806712057,0.44360100369732475,Water/wetland,NA
grhowl,0.4399762064284541,6.324785853099258e-4,0.43873654840124665,0.4412158644556615,Habitat Generalist,NA
grnher,0.4400151183032665,0.00111823104755092,0.43782338545006666,0.4422068511564663,Water/wetland,NA
grnjay,0.43949917579438263,0.00583514090606307,0.428062299618499,0.45093605197026626,Aridlands,NA
grpchi,0.44001566826961536,0.00356968879597476,0.4330190782295048,0.4470122583097259,Grasslands,NA
grtgra,0.4398370631783633,0.00407068804599259,0.43185851460821784,0.4478156117485088,Habitat Generalist,NA
grycat,0.43998476121280344,7.615403328250349e-4,0.4384921421604664,0.4414773802651405,Forest,NA
gryfly,0.4399975207730297,0.00133939974163666,0.43737229727942184,0.4426227442666376,Forest,NA
gryjay,0.4399448575689473,0.00155332894838046,0.43690033283012153,0.44298938230777296,Forest,NA
grykin,0.4402585457239748,0.0279081224152795,0.3855586257900269,0.4949584656579226,Forest,NA
gryvir,0.4399128050797154,0.0031835708096553,0.43367300629279104,0.4461526038666398,Forest,NA
gwfgoo,0.4400088707321228,0.00217072696267753,0.4357542458852749,0.4442634955789708,Water/wetland,NA
gycthr,0.4399962750628412,0.00115348730800491,0.4377354399391516,0.44225711018653086,Forest,NA
haiwoo,0.4400190451612021,7.585241650420275e-4,0.43853233779771966,0.4415057525246845,Forest,NA
hamfly,0.4401167387087435,0.00158847074277969,0.4370033360528953,0.4432301413645917,Forest,NA
harduc,0.43992984480377223,0.00857149191458536,0.4231297206511849,0.45672996895635953,Water/wetland,NA
harspa,0.4400157783486901,0.001609125967146,0.4368618914530839,0.4431696652442963,Water/wetland,Tipping Point
henspa,0.43995614144437367,0.00293125773220079,0.43421087628926014,0.4457014065994872,Grasslands,Tipping Point
heptan,0.4398784669591615,0.00494730014813506,0.4301817586688167,0.44957517524950624,Forest,NA
hergul,0.43945246225492224,0.01041140238139431,0.41904611358738936,0.4598588109224551,Water/wetland,NA
herthr,0.440007597865386,7.084717255771521e-4,0.4386189932832548,0.4413962024475172,Forest,NA
herwar,0.4400072063958923,0.00349768015999947,0.4331517532822934,0.44686265950949133,Forest,NA
hoared,0.4401273018997008,0.0050594577651139,0.4302107646800776,0.4500438391193241,Water/wetland,NA
hoomer,0.44003733475206186,0.00235237581670832,0.43542667815131353,0.4446479913528102,Water/wetland,NA
hooori,0.43987077643742895,0.00305632739161692,0.43388037474985974,0.44586117812499815,Aridlands,NA
hoowar,0.4399183859786911,0.00175546420415677,0.4364776761385438,0.4433590958188384,Forest,NA
horgre,0.4399651699518725,0.00561205008386757,0.42896555178749207,0.45096478811625296,Water/wetland,NA
horlar,0.4399994073344515,0.00130659534835952,0.4374384804516668,0.4425603342172361,Grasslands,NA
houfin,0.4400464127607463,0.00145822878522906,0.4371882843416973,0.4429045411797953,Habitat Generalist,NA
houwre,0.4399987765727933,5.250639381214571e-4,0.4389696512540752,0.4410279018915113,Forest,NA
hrshaw,0.4395443475247537,0.00546151489720902,0.428839778326224,0.4502489167232834,Aridlands,NA
hudgod,0.4399354608119916,0.00396058262536443,0.4321727188662773,0.4476982027577059,Water/wetland,Tipping Point
hutvir,0.4398458733518213,0.0034631423771391,0.43305811429262864,0.44663363241101395,Forest,NA
incdov,0.4409850821321257,0.01420289902477513,0.4131474000435665,0.468822764220685,Aridlands,NA
indbun,0.43998722128193063,9.005628696649489e-4,0.4382221180573873,0.4417523245064739,Forest,NA
juntit1,0.439915892554022,0.002866667105139,0.4342972250279496,0.44553456008009445,Forest,NA
kenwar,0.43997359013110326,0.00169745341855551,0.4366465814307344,0.4433005988314721,Forest,NA
killde,0.4399825881435045,0.00102384879388917,0.43797584450748167,0.4419893317795272,Habitat Generalist,NA
kineid,0.4375351240914752,0.06801696084275155,0.30422188083968216,0.5708483673432682,Water/wetland,Tipping Point
kinrai4,0.4398004413420488,0.00621932085613918,0.427610572464016,0.4519903102200816,Water/wetland,Tipping Point
labwoo,0.43996325391379026,0.00176077118151082,0.43651214239802905,0.4434143654295515,Aridlands,NA
laplon,0.4400072308740427,0.00272227773018371,0.4346715665228827,0.4453428952252028,Water/wetland,NA
