species_code,common_name,scientific_name,avg,stdev,lower95,upper95,habitat,tipping_pt,sum_cna,over_upper95,under_lower95
truswa,Trumpeter Swan,Cygnus buccinator,0.3700098817758012,0.00235541154678223,0.365393275144108,0.3746264884074943,Water/wetland,NA,0.1747908690642508,0,1
tunswa,Tundra Swan,Cygnus columbianus,0.3691184827056396,0.00412150054936279,0.3610403416288885,0.37719662378239066,Water/wetland,NA,0.11998583931240198,0,1
blkswi,Black Swift,Cypseloides niger,0.36975289954690455,0.00594384239374568,0.358102968455163,0.3814028306386461,Forest,Tipping Point,0.3868746366887734,1,0
soogro1,Sooty Grouse,Dendragapus fuliginosus,0.36988504082310403,0.00456246497128997,0.3609426094793757,0.3788274721668324,Forest,NA,0.29663016557361743,0,1
dusgro,Dusky Grouse,Dendragapus obscurus,0.3701681803745359,0.00279490615227133,0.3646901643160841,0.37564619643298774,Forest,NA,0.28562980890953327,0,1
fuwduc,Fulvous Whistling-Duck,Dendrocygna bicolor,0.3700007992452274,0.00826743268559186,0.3537966311814673,0.38620496730898746,Water/wetland,NA,0.21617038814072131,0,1
boboli,Bobolink,Dolichonyx oryzivorus,0.36979758824033365,0.00372282064773756,0.362500859770768,0.3770943167098993,Grasslands,Tipping Point,0.3481069012005279,0,1
whhwoo,White-headed Woodpecker,Dryobates albolarvatus,0.3703292912650307,0.0066746666912234,0.35724694455023287,0.3834116379798286,Forest,NA,0.7313699880962758,1,0
recwoo,Red-cockaded Woodpecker,Dryobates borealis,0.3701261509508922,0.0101372562216138,0.35025712875652915,0.3899951731452552,Forest,NA,0.8827638119735237,1,0
nutwoo,Nuttall's Woodpecker,Dryobates nuttallii,0.3699523848611116,0.00430173958265507,0.3615209752791077,0.37838379444311554,Forest,NA,0.6020388990937136,1,0
dowwoo,Downy Woodpecker,Dryobates pubescens,0.3699964034707872,6.731342092028452e-4,0.3686770604207496,0.3713157465208247,Forest,NA,0.6113798569747858,1,0
labwoo,Ladder-backed Woodpecker,Dryobates scalaris,0.37008644067728974,0.00171088084844736,0.3667331142143329,0.37343976714024657,Aridlands,NA,0.4399409445876685,1,0
haiwoo,Hairy Woodpecker,Dryobates villosus,0.369999254494992,7.242268095417916e-4,0.36857976994829006,0.3714187390416939,Forest,NA,0.5800612874613944,1,0
pilwoo,Pileated Woodpecker,Dryocopus pileatus,0.3699961992016925,9.08303616992402e-4,0.3682159241123874,0.3717764742909976,Forest,NA,0.7558339900450477,1,0
grycat,Gray Catbird,Dumetella carolinensis,0.3699325245635108,7.86481385426893e-4,0.36839102104807414,0.3714740280789475,Forest,NA,0.515063260688168,1,0
libher,Little Blue Heron,Egretta caerulea,0.3698070555954471,0.0027623095055182,0.3643929289646314,0.3752211822262628,Water/wetland,NA,0.43279132793187103,1,0
snoegr,Snowy Egret,Egretta thula,0.36774648265600424,0.00609288199799229,0.3558044339399393,0.3796885313720691,Water/wetland,NA,0.3611476898346533,0,0
triher,Tricolored Heron,Egretta tricolor,0.36048630106870694,0.03129214965805212,0.2991536877389248,0.42181891439848906,Water/wetland,NA,0.45959128015790895,1,0
swtkit,Swallow-tailed Kite,Elanoides forficatus,0.3697579586299924,0.00717064824606224,0.3557034880677104,0.3838124291922744,Forest,NA,0.6622519532593333,1,0
whtkit,White-tailed Kite,Elanus leucurus,0.3704283814083247,0.00919747976197369,0.3524013210748562,0.38845544174179314,Habitat Generalist,NA,0.3197750931678769,0,1
aldfly,Alder Flycatcher,Empidonax alnorum,0.3699524994810691,0.00105104434866158,0.3678924525576924,0.3720125464044458,Forest,NA,0.28030728175083464,0,1
pasfly,Pacific-slope Flycatcher,Empidonax difficilis,0.3697563866505883,0.00248215083232451,0.3648913710192323,0.3746214022819444,Forest,NA,0.4125877248481764,1,0
yebfly,Yellow-bellied Flycatcher,Empidonax flaviventris,0.369873852809273,0.00182518860335701,0.3662964831466931,0.3734512224718527,Forest,NA,0.4301877440978706,1,0
hamfly,Hammond's Flycatcher,Empidonax hammondii,0.3699911885831351,0.00152024338378927,0.36701151155090816,0.3729708656153621,Forest,NA,0.40442663573201143,1,0
leafly,Least Flycatcher,Empidonax minimus,0.36998682449716214,9.218904435405888e-4,0.36817991922782256,0.3717937297665017,Forest,NA,0.4530990841118937,1,0
dusfly,Dusky Flycatcher,Empidonax oberholseri,0.3699762099965092,0.00118860633537544,0.3676465415791733,0.3723058784138451,Forest,NA,0.324720029439725,0,1
corfly,Cordilleran Flycatcher,Empidonax occidentalis,0.3700534938179405,0.00236067209864388,0.3654265765045985,0.3746804111312826,Forest,NA,0.4033961079257651,1,0
wilfly,Willow Flycatcher,Empidonax traillii,0.37000290920281775,8.674504126481904e-4,0.3683027063940273,0.3717031120116082,Forest,NA,0.35117897700456435,0,1
acafly,Acadian Flycatcher,Empidonax virescens,0.3700332952231308,0.00137573668280995,0.3673368513248233,0.37272973912143825,Forest,NA,0.770112271031842,1,0
gryfly,Gray Flycatcher,Empidonax wrightii,0.3699868219986078,0.00128552520372774,0.3674671925993014,0.37250645139791416,Forest,NA,0.18823255890023805,0,1
horlar,Horned Lark,Eremophila alpestris,0.3699743216622875,0.00125902489191895,0.3675066328741263,0.3724420104504486,Grasslands,NA,0.23730160542968093,0,1
whiibi,White Ibis,Eudocimus albus,0.3675684611196185,0.00510539093556817,0.3575618948859049,0.3775750273533321,Water/wetland,NA,0.4675334342666018,1,0
rusbla,Rusty Blackbird,Euphagus carolinus,0.369973602665332,0.00116203418879254,0.3676960156552986,0.37225118967536536,Forest,NA,0.3393675830902193,0,1
brebla,Brewer's Blackbird,Euphagus cyanocephalus,0.3699589768091131,0.00120743929275909,0.36759239579530534,0.372325557822921,Habitat Generalist,NA,0.3362302303307799,0,1
merlin,Merlin,Falco columbarius,0.3698018122312136,5.572596259470057e-4,0.36870958336435744,0.37089404109806967,Habitat Generalist,NA,0.2162283376498788,0,1
prafal,Prairie Falcon,Falco mexicanus,0.37001768908482474,8.129712845414644e-4,0.3684242653671234,0.371611112802526,Aridlands,NA,0.29264002745207307,0,1
perfal,Peregrine Falcon,Falco peregrinus,0.36567715169175097,0.00112023882881025,0.3634814835872829,0.36787281979621905,Habitat Generalist,NA,0.22163892362338464,0,1
amekes,American Kestrel,Falco sparverius,0.36996371985969234,5.269913393535281e-4,0.3689308168345594,0.37099662288482527,Habitat Generalist,NA,0.3820858596489245,1,0
y00475,American Coot,Fulica americana,0.3696970404267692,0.00391888144383063,0.3620160327968612,0.3773780480566773,Water/wetland,NA,0.2803416363587884,0,1
wilsni1,Wilson's Snipe,Gallinago delicata,0.3698786654256432,8.92821552741368e-4,0.3681287351822702,0.37162859566901624,Water/wetland,NA,0.19001987534277529,0,1
comgal1,Common Gallinule,Gallinula galeata,0.3697717996892571,0.00645725226146776,0.3571155852567803,0.38242801412173394,Water/wetland,NA,0.5031555411411412,1,0
yebloo,Yellow-billed Loon,Gavia adamsii,0.35832713881926315,0.00381248059462658,0.35085467685379507,0.3657996007847312,Water/wetland,Tipping Point,0.06732580077615213,0,1
comloo,Common Loon,Gavia immer,0.36394399989932025,0.00402183302973784,0.35606120716103407,0.3718267926376064,Water/wetland,NA,0.4215601672332987,1,0
retloo,Red-throated Loon,Gavia stellata,0.3498542882657391,0.00822567391234467,0.33373196739754357,0.36597660913393465,Water/wetland,NA,0.4235390075560186,1,0
greroa,Greater Roadrunner,Geococcyx californianus,0.3701627238191124,0.00200163221405416,0.3662395246795663,0.37408592295865856,Aridlands,NA,0.45775110417042697,1,0
kenwar,Kentucky Warbler,Geothlypis formosa,0.3700473827030338,0.00165737546668716,0.366798926788327,0.3732958386177406,Forest,NA,0.8521014130123932,1,0
mouwar,Mourning Warbler,Geothlypis philadelphia,0.36995884123200207,0.00213818296090331,0.36576800262863163,0.37414967983537256,Forest,Tipping Point,0.5768765730780281,1,0
macwar,MacGillivray's Warbler,Geothlypis tolmiei,0.370033244376219,9.98391309226875e-4,0.3680763974101343,0.37199009134230365,Forest,NA,0.3457082425113436,0,1
comyel,Common Yellowthroat,Geothlypis trichas,0.36992030264177256,6.151122660119206e-4,0.3687146826003892,0.3711259226831559,Habitat Generalist,NA,0.44536788425278306,1,0
nopowl,Northern Pygmy-Owl,Glaucidium gnoma,0.3700329203320898,0.00250149738305884,0.3651299854612944,0.37493585520288514,Forest,NA,0.5761373647363257,1,0
pinjay,Pinyon Jay,Gymnorhinus cyanocephalus,0.3698843174612763,0.0026662445979954,0.3646584780492053,0.3751101568733473,Forest,Tipping Point,0.14024902677424933,0,1
casfin,Cassin's Finch,Haemorhous cassinii,0.3699659941955013,0.00149398570902856,0.36703778220580535,0.37289420618519725,Forest,NA,0.3232439749908851,0,1
houfin,House Finch,Haemorhous mexicanus,0.3699991450349669,0.00136090622099175,0.36733176884182306,0.3726665212281107,Habitat Generalist,NA,0.3527960702303403,0,1
purfin,Purple Finch,Haemorhous purpureus,0.3699960869415346,8.930189366806836e-4,0.3682457698256405,0.3717464040574287,Forest,NA,0.5948285942423635,1,0
baleag,Bald Eagle,Haliaeetus leucocephalus,0.3662846476027084,0.00141834213020298,0.36350469702751054,0.36906459817790627,Water/wetland,NA,0.2720046300773724,0,1
woewar1,Worm-eating Warbler,Helmitheros vermivorum,0.369838711444123,0.00212734438834856,0.3656691164429598,0.3740083064452862,Forest,NA,0.8580854270823892,1,0
bknsti,Black-necked Stilt,Himantopus mexicanus,0.37004627849798166,0.00993669385068669,0.35057035855063573,0.3895221984453276,Water/wetland,NA,0.1532975978897002,0,1
barswa,Barn Swallow,Hirundo rustica,0.370010326193668,0.00546516328717084,0.35929860615081316,0.3807220462365229,Habitat Generalist,NA,0.3857439210581188,1,0
harduc,Harlequin Duck,Histrionicus histrionicus,0.3140343424226001,0.00609098788493584,0.3020960061681258,0.32597267867707436,Water/wetland,NA,0.4473537693751552,1,0
caster1,Caspian Tern,Hydroprogne caspia,0.34806323534236694,0.01294277783450721,0.3226953907867328,0.37343107989800106,Water/wetland,NA,0.4965748298490311,1,0
woothr,Wood Thrush,Hylocichla mustelina,0.3700024449105785,0.00113855633996521,0.3677708744842466,0.3722340153369103,Forest,Tipping Point,0.7499525960351314,1,0
yebcha,Yellow-breasted Chat,Icteria virens,0.37007130972785207,9.239804844849756e-4,0.36826030797826154,0.3718823114774426,Forest,NA,0.6192744397887083,1,0
bulori,Bullock's Oriole,Icterus bullockii,0.37002289118936926,0.00100392342413069,0.3680552012780731,0.3719905811006654,Forest,NA,0.3544733411222476,0,1
hooori,Hooded Oriole,Icterus cucullatus,0.370090698958496,0.00308356262662785,0.3640469162103054,0.3761344817066866,Aridlands,NA,0.3346846196559454,0,1
balori,Baltimore Oriole,Icterus galbula,0.36997879222909374,9.239853473253432e-4,0.3681677809483361,0.3717898035098514,Forest,NA,0.4329796418457259,1,0
scoori,Scott's Oriole,Icterus parisorum,0.3700287821282944,0.00236466418739076,0.3653940403210086,0.37466352393558033,Forest,NA,0.3029546455414369,0,1
orcori,Orchard Oriole,Icterus spurius,0.3696607010665188,8.51074068966395e-4,0.3679925958913447,0.37132880624169295,Forest,NA,0.5425387466007718,1,0
miskit,Mississippi Kite,Ictinia mississippiensis,0.36998536442374014,0.00164197352017108,0.3667670963242048,0.3732036325232755,Forest,NA,0.5819917685316984,1,0
leabit,Least Bittern,Ixobrychus exilis,0.3686763394016007,0.00452580804237103,0.3598057556385535,0.37754692316464794,Water/wetland,NA,0.36803405485385543,0,0
varthr,Varied Thrush,Ixoreus naevius,0.369282938032366,0.00160361483661933,0.3661398529525921,0.3724260231121399,Forest,NA,0.275411205077992,0,1
daejun,Dark-eyed Junco,Junco hyemalis,0.3699363777724071,4.251875995394376e-4,0.36910301007730983,0.3707697454675044,Forest,NA,0.4431810645269777,1,0
wilpta,Willow Ptarmigan,Lagopus lagopus,0.3694575583813779,0.00175749308283958,0.36601287193901233,0.3729022448237436,Water/wetland,NA,0.00329714417801341,0,1
norshr4,Northern Shrike,Lanius borealis,0.3699078181694987,7.075336397068398e-4,0.3685210522356733,0.3712945841033241,Water/wetland,NA,0.18660665804131504,0,1
logshr,Loggerhead Shrike,Lanius ludovicianus,0.3700156722143642,8.591584114308176e-4,0.3683317217279598,0.3716996227007686,Grasslands,NA,0.35162417038846794,0,1
hergul,Herring Gull,Larus argentatus,0.3641918273566955,0.00822870610015474,0.3480635634003922,0.3803200913129987,Water/wetland,NA,0.24790474110344896,0,1
calgul,California Gull,Larus californicus,0.3687165302072802,0.04449226786741851,0.2815116851871399,0.4559213752274204,Water/wetland,NA,0.11690406998510516,0,1
mewgul,Common Gull,Larus canus,0.3322314287040772,0.02178275676398445,0.28953722544666766,0.3749256319614867,Water/wetland,NA,0.0900252108276618,0,1
ribgul,Ring-billed Gull,Larus delawarensis,0.36886083001169406,0.00424116315177487,0.3605481502342153,0.3771735097891728,Water/wetland,NA,0.3293972649978141,0,1
gbbgul,Great Black-backed Gull,Larus marinus,0.33262360109421496,0.01480836013947546,0.30359921522084304,0.3616479869675869,Water/wetland,Tipping Point,0.7828427081182969,1,0
orcwar,orange-crowned warbler,Leiothlypis celata,0.3698832120519888,4.857447502977911e-4,0.3689311523414052,0.37083527176257247,Forest,NA,0.3101547599081321,0,1
lucwar,lucy's warbler,Leiothlypis luciae,0.37025446333077344,0.00331416511053795,0.36375869971411906,0.3767502269474278,Aridlands,NA,0.25677991645326514,0,1
tenwar,tennessee warbler,Leiothlypis peregrina,0.3699794070169566,8.622242662567806e-4,0.3682894474550933,0.3716693665788199,Forest,NA,0.5642866357383998,1,0
naswar,nashville warbler,Leiothlypis ruficapilla,0.3699763263667471,8.50306120995542e-4,0.36830972636959586,0.37164292636389834,Forest,NA,0.49779406371889,1,0
virwar,virginia's warbler,Leiothlypis virginiae,0.36995860220938065,0.0021322095747553,0.3657794714428602,0.374137732975901,Forest,NA,0.3323707528513401,0,1
fragul,Franklin's Gull,Leucophaeus pipixcan,0.3697537755146294,0.00833980044882325,0.35340776663493584,0.38609978439432296,Water/wetland,NA,0.47693759372308697,1,0
shbdow,Short-billed Dowitcher,Limnodromus griseus,0.3641525526326141,0.01835047532355535,0.3281856209984456,0.40011948426678257,Water/wetland,Tipping Point,0.30915482329980465,0,1
lobdow,Long-billed Dowitcher,Limnodromus scolopaceus,0.3697201220033733,0.00433559861898741,0.3612223487101579,0.3782178952965886,Water/wetland,Tipping Point,0.1764757900890761,0,1
swawar,Swainson's Warbler,Limnothlypis swainsonii,0.3700189624536828,0.00223138217882919,0.3656454533831776,0.374392471524188,Forest,NA,0.8544379933526629,1,0
margod,Marbled Godwit,Limosa fedoa,0.3700097350215099,0.01792780299573027,0.3348712411498786,0.4051482288931412,Water/wetland,NA,0.22063058522815476,0,1
hudgod,Hudsonian Godwit,Limosa haemastica,0.3698680884885639,0.00340358876282298,0.3631970545134308,0.376539122463697,Water/wetland,Tipping Point,0.19622783837410757,0,1
hoomer,Hooded Merganser,Lophodytes cucullatus,0.3700526115719748,0.00233356850004551,0.3654788173118856,0.374626405832064,Water/wetland,NA,0.44883433636506087,1,0
redcro,Red Crossbill,Loxia curvirostra,0.3692112018017065,0.00137912832464291,0.3665081102854064,0.37191429331800663,Forest,NA,0.5084527460947119,1,0
whwcro,White-winged Crossbill,Loxia leucoptera,0.3694824622447535,0.00141531636150279,0.366708442176208,0.372256482313299,Forest,NA,0.09221651028027784,0,1
amewig,American Wigeon,Mareca americana,0.3699384651158485,0.00365583624072862,0.3627730260840204,0.3771039041476766,Water/wetland,NA,0.25552221051741686,0,1
gadwal,Gadwall,Mareca strepera,0.3699370757657778,0.00187285724439165,0.36626627556677016,0.3736078759647854,Water/wetland,NA,0.3096417241122965,0,1
belkin1,Belted Kingfisher,Megaceryle alcyon,0.369641582619492,6.234927545587344e-4,0.3684195368205568,0.3708636284184271,Water/wetland,NA,0.5181180718325251,1,0
easowl1,Eastern Screech-Owl,Megascops asio,0.3700476483438636,0.0010965776747847,0.3678983561012856,0.3721969405864417,Forest,NA,0.6822945020872251,1,0
wesowl1,Western Screech-Owl,Megascops kennicottii,0.3699894572541369,0.00290465407471629,0.36429633526769295,0.3756825792405809,Forest,NA,0.4213595344521523,1,0
gofwoo,Golden-fronted Woodpecker,Melanerpes aurifrons,0.3701107214142545,0.00349248302909904,0.3632654546772204,0.3769559881512886,Aridlands,NA,0.41050059563065133,1,0
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,0.3699962300992169,7.579533635392449e-4,0.3685106415066799,0.37148181869175384,Forest,NA,0.6544458265983124,1,0
rehwoo,Red-headed Woodpecker,Melanerpes erythrocephalus,0.3700035338022716,9.228553300251028e-4,0.3681947373554224,0.37181233024912086,Forest,Tipping Point,0.5497888786441438,1,0
acowoo,Acorn Woodpecker,Melanerpes formicivorus,0.3701119710450579,0.00427925455253549,0.36172463212208833,0.37849930996802744,Forest,NA,0.7117700845361642,1,0
lewwoo,Lewis's Woodpecker,Melanerpes lewis,0.3699219006115389,0.00261749734736867,0.3647916058106963,0.3750521954123815,Forest,NA,0.38266045394756176,1,0
gilwoo,Gila Woodpecker,Melanerpes uropygialis,0.37042182249289274,0.0051547301733926,0.3603185513530433,0.38052509363274223,Aridlands,NA,0.3241515751251427,0,1
blksco2,Black Scoter,Melanitta americana,0.3201438795808461,0.00724096484477298,0.3059515884850911,0.33433617067660115,Water/wetland,Tipping Point,0.5474512315868607,1,0
whwsco2,white-winged scoter,Melanitta deglandi,0.33909592409875555,0.00839831274176232,0.3226352311249014,0.3555566170726097,Water/wetland,NA,0.49520166506453134,1,0
sursco,Surf Scoter,Melanitta perspicillata,0.32723947068426124,0.00946502408493675,0.3086880234777852,0.3457909178907373,Water/wetland,NA,0.7222287020266003,1,0
wiltur,Wild Turkey,Meleagris gallopavo,0.37003815498902065,8.801606169259499e-4,0.3683130401798458,0.3717632697981955,Forest,NA,0.616601936689043,1,0
swaspa,Swamp Sparrow,Melospiza georgiana,0.3698777081227565,8.549212522002045e-4,0.3682020624684441,0.3715533537770689,Water/wetland,NA,0.4634720061301225,1,0
linspa,Lincoln's Sparrow,Melospiza lincolnii,0.3699746281570963,4.8814936208167416e-4,0.3690178554074162,0.3709314009067764,Forest,NA,0.3242030235133256,0,1
sonspa,Song Sparrow,Melospiza melodia,0.3696892035286093,4.884452006991784e-4,0.3687318509352389,0.37064655612197966,Habitat Generalist,NA,0.4780109262661507,1,0
abetow,Abert's Towhee,Melozone aberti,0.37068002805702416,0.00894281131830419,0.35315211787314793,0.3882079382409004,Aridlands,NA,0.4844237409561174,1,0
caltow,California Towhee,Melozone crissalis,0.3699366110152312,0.00456147887920661,0.3609961124119862,0.37887710961847615,Aridlands,NA,0.6605641832567244,1,0
cantow,Canyon Towhee,Melozone fusca,0.36998400901334105,0.00310018442407583,0.3639076475421524,0.37606037048452967,Aridlands,NA,0.46600445175317873,1,0
commer,Common Merganser,Mergus merganser,0.369228110629112,0.00811179950000978,0.3533289836090929,0.3851272376491312,Water/wetland,NA,0.4352847426375814,1,0
rebmer,Red-breasted Merganser,Mergus serrator,0.3633693459486913,0.01506629788261221,0.33383940209877133,0.3928992897986113,Water/wetland,NA,0.3721315013766253,0,0
normoc,Northern Mockingbird,Mimus polyglottos,0.36993420881473815,7.926736898133131e-4,0.36838056838270405,0.37148784924677225,Habitat Generalist,NA,0.5056284658330854,1,0
bawwar,Black-and-white Warbler,Mniotilta varia,0.36992974027303704,9.311225964408974e-4,0.3681047399840129,0.3717547405620612,Forest,NA,0.6463254563678311,1,0
brocow,Bronzed Cowbird,Molothrus aeneus,0.3701101910927525,0.00657848546916666,0.35721635957318576,0.38300402261231914,Aridlands,NA,0.2685134038817103,0,1
bnhcow,Brown-headed Cowbird,Molothrus ater,0.369975070746156,0.00254567274291529,0.364985552170042,0.3749645893222699,Habitat Generalist,NA,0.3724307311092336,0,0
towsol,Townsend's Solitaire,Myadestes townsendi,0.3699190321382452,0.00111656756344453,0.3677305597138939,0.3721075045625965,Forest,NA,0.36475519897279163,0,1
woosto,Wood Stork,Mycteria americana,0.3704170031662639,0.0058301897867642,0.3589898311842061,0.38184417514832175,Water/wetland,NA,0.4745361603359566,1,0
astfly,Ash-throated Flycatcher,Myiarchus cinerascens,0.3700527058207593,0.00112375880249177,0.3678501385678754,0.37225527307364314,Aridlands,NA,0.351453225022996,0,1
grcfly,Great Crested Flycatcher,Myiarchus crinitus,0.36998298864285023,7.645545721526614e-4,0.368484461681431,0.37148151560426945,Forest,NA,0.6267914936679722,1,0
bncfly,Brown-crested Flycatcher,Myiarchus tyrannulus,0.3702013230205069,0.00313398019640081,0.36405872183556126,0.3763439242054524,Aridlands,NA,0.3262771254117246,0,1
doccor,double-crested cormorant,Nannopterum auritum,0.3650307718386112,0.00794262241210922,0.3494632319108771,0.3805983117663452,Water/wetland,NA,0.4865817555387064,1,0
clanut,Clark's Nutcracker,Nucifraga columbiana,0.3699347903830242,0.00219422313670857,0.36563411303507537,0.374235467730973,Forest,NA,0.25661744374436,0,1
lobcur,Long-billed Curlew,Numenius americanus,0.3700691868999,0.00444071893244357,0.3613653777923106,0.37877299600748937,Grasslands,NA,0.23663138058882532,0,1
whimbr,Whimbrel,Numenius phaeopus,0.36878485125605354,0.00565814726001907,0.35769488262641613,0.37987481988569094,Water/wetland,Tipping Point,0.1731032450761587,0,1
bcnher,Black-crowned Night-Heron,Nycticorax nycticorax,0.36917691629811944,0.00284659660188297,0.3635975869584288,0.37475624563781007,Water/wetland,NA,0.3099242596206908,0,1
conwar,Connecticut Warbler,Oporornis agilis,0.3701696676286609,0.00553863456113092,0.35931394388884424,0.3810253913684775,Forest,NA,0.40149332940943694,1,0
mouqua,Mountain Quail,Oreortyx pictus,0.3700844926943207,0.00405341220385661,0.3621398047747617,0.3780291806138797,Forest,NA,0.650613156315341,1,0
sagthr,Sage Thrasher,Oreoscoptes montanus,0.3699847869340288,0.00132085411731463,0.3673959128640921,0.3725736610039655,Aridlands,NA,0.1875570469019887,0,1
rudduc,Ruddy Duck,Oxyura jamaicensis,0.3698024202470741,0.00452690042864695,0.360929695406926,0.3786751450872221,Water/wetland,NA,0.3329902940617117,0,1
osprey,Osprey,Pandion haliaetus,0.3669097463817095,0.00210382534603425,0.3627862487034824,0.3710332440599366,Water/wetland,NA,0.4245793760804908,1,0
hrshaw,Harris's Hawk,Parabuteo unicinctus,0.3701364164092815,0.00561956062493006,0.3591220775844186,0.3811507552341444,Aridlands,NA,0.3105104130213192,0,1
louwat,Louisiana Waterthrush,Parkesia motacilla,0.3700119040416358,0.00143603279375903,0.3671972797658681,0.37282652831740354,Forest,NA,0.8454778037818712,1,0
norwat,Northern Waterthrush,Parkesia noveboracensis,0.3699014273964224,8.748092295422004e-4,0.3681868013065197,0.3716160534863251,Forest,NA,0.2556326555063082,0,1
savspa,Savannah Sparrow,Passerculus sandwichensis,0.3693009503980609,6.819114890629358e-4,0.3679644038794975,0.37063749691662423,Grasslands,NA,0.29580834402058587,0,1
foxspa,Fox Sparrow,Passerella iliaca,0.3694701237643252,7.551903147789063e-4,0.3679899507473585,0.3709502967812919,Forest,NA,0.2910130383557794,0,1
lazbun,Lazuli Bunting,Passerina amoena,0.3700521726952809,9.889749498295489e-4,0.3681137817936149,0.3719905635969468,Forest,NA,0.31374154136679966,0,1
blugrb1,Blue Grosbeak,Passerina caerulea,0.3700296594441415,7.935194030907614e-4,0.3684743614140836,0.3715849574741994,Forest,NA,0.513334874928395,1,0
paibun,Painted Bunting,Passerina ciris,0.3700377629843419,0.00170419732670329,0.3666975362240034,0.37337798974468034,Forest,NA,0.6438746159796003,1,0
indbun,Indigo Bunting,Passerina cyanea,0.3700162621814666,8.815114674158653e-4,0.3682884997053315,0.3717440246576017,Forest,NA,0.5892770256470761,1,0
varbun,Varied Bunting,Passerina versicolor,0.37009347206093585,0.00623591582579051,0.35787107704238647,0.38231586707948523,Aridlands,NA,0.40946203963846983,1,0
batpig1,Band-tailed Pigeon,Patagioenas fasciata,0.37011681321791945,0.00332525452492842,0.36359931434905973,0.3766343120867792,Forest,NA,0.6202387290545417,1,0
amwpel,American White Pelican,Pelecanus erythrorhynchos,0.3689190346391928,0.00558238383486687,0.35797756232285377,0.3798605069555319,Water/wetland,NA,0.3946832305352487,1,0
gryjay,Canada Jay,Perisoreus canadensis,0.3700298198370154,0.001420711266438,0.3672452257547968,0.3728144139192338,Forest,NA,0.11770546876251052,0,1
cavswa,Cave Swallow,Petrochelidon fulva,0.37006123883175657,0.00218702381532358,0.36577467215372234,0.3743478055097908,Aridlands,NA,0.5581433686306814,1,0
cliswa,Cliff Swallow,Petrochelidon pyrrhonota,0.36996121763281353,7.79053559217816e-4,0.3684342726567466,0.37148816260888046,Habitat Generalist,NA,0.3537135886025907,0,1
bacspa,Bachman's Sparrow,Peucaea aestivalis,0.36991181926584654,0.006767988088396,0.35664656261259037,0.3831770759191027,Forest,Tipping Point,0.8458710585573357,1,0
casspa,Cassin's Sparrow,Peucaea cassinii,0.370090492908761,0.00170774920361749,0.36674330446967074,0.37343768134785127,Grasslands,NA,0.4320411526532392,1,0
phaino,Phainopepla,Phainopepla nitens,0.37011017012283487,0.0031927463187453,0.3638523873380941,0.3763679529075757,Aridlands,NA,0.28967072114260617,0,1
compoo,Common Poorwill,Phalaenoptilus nuttallii,0.3700184516086695,0.00136966156340548,0.3673339149443947,0.37270298827294424,Aridlands,NA,0.32450034474653644,0,1
renpha,Red-necked Phalarope,Phalaropus lobatus,0.3627839576857024,0.01424663423027067,0.33486055459437186,0.3907073607770329,Water/wetland,NA,0.14327734921785568,0,1
wilpha,Wilson's Phalarope,Phalaropus tricolor,0.3704645656267963,0.01773357835106264,0.3357067520587136,0.40522237919487913,Water/wetland,NA,0.08290921222498898,0,1
robgro,Rose-breasted Grosbeak,Pheucticus ludovicianus,0.3699427115720971,9.469529814470292e-4,0.368086683728461,0.3717987394157333,Forest,NA,0.5424890867317564,1,0
bkhgro,Black-headed Grosbeak,Pheucticus melanocephalus,0.37001556822423515,0.00107814145625932,0.3679024109699669,0.37212872547850345,Forest,NA,0.4269098266679064,1,0
arcwar1,Arctic Warbler,Phylloscopus borealis,0.3685434115344012,0.00222445723627834,0.3641834753512957,0.3729033477175068,Water/wetland,NA,0.00570909221460169,0,1
