species_code,common_name,scientific_name,habitat,tipping_pt,avg_37pct,stdev_37pct,lower95_37pct,upper95_37pct,sum_cna,over_upper95_37pct,under_lower95_37pct,avg_44pct,stdev_44pct,lower95_44pct,upper95_44pct,sum_carbon,over_upper95_44pct,under_lower95_44pct
laplon,Lapland Longspur,Calcarius lapponicus,Water/wetland,NA,0.36800,0.00240,0.36400,0.37300,0.26900,0.00000,1.00000,0.43800,0.00240,0.43300,0.44300,0.28100,0.00000,1.00000
larbun,Lark Bunting,Calamospiza melanocorys,Grasslands,NA,0.37000,0.00170,0.36700,0.37300,0.42700,1.00000,0.00000,0.44000,0.00180,0.43600,0.44300,0.25400,0.00000,1.00000
larspa,Lark Sparrow,Chondestes grammacus,Grasslands,NA,0.37000,0.00080,0.36800,0.37200,0.44000,1.00000,0.00000,0.44000,0.00090,0.43800,0.44200,0.30300,0.00000,1.00000
lawgol,Lawrence's Goldfinch,Spinus lawrencei,Aridlands,NA,0.37000,0.00360,0.36300,0.37700,0.53900,1.00000,0.00000,0.44000,0.00380,0.43300,0.44800,0.34100,0.00000,1.00000
lazbun,Lazuli Bunting,Passerina amoena,Forest,NA,0.37000,0.00100,0.36800,0.37200,0.31400,0.00000,1.00000,0.44000,0.00110,0.43800,0.44200,0.45900,1.00000,0.00000
leabit,Least Bittern,Ixobrychus exilis,Water/wetland,NA,0.36900,0.00450,0.36000,0.37800,0.36800,0.00000,0.00000,0.43800,0.00470,0.42900,0.44700,0.54400,1.00000,0.00000
leafly,Least Flycatcher,Empidonax minimus,Forest,NA,0.37000,0.00090,0.36800,0.37200,0.45300,1.00000,0.00000,0.44000,0.00090,0.43800,0.44200,0.53600,1.00000,0.00000
leasan,Least Sandpiper,Calidris minutilla,Water/wetland,NA,0.37000,0.00270,0.36400,0.37500,0.20800,0.00000,1.00000,0.44000,0.00280,0.43400,0.44500,0.16600,0.00000,1.00000
lecspa,LeConte's Sparrow,Ammospiza leconteii,Grasslands,Tipping Point,0.37000,0.00180,0.36600,0.37400,0.27200,0.00000,1.00000,0.44000,0.00190,0.43600,0.44400,0.25200,0.00000,1.00000
lecthr,LeConte's Thrasher,Toxostoma lecontei,Aridlands,Tipping Point,0.37100,0.00660,0.35800,0.38400,0.06200,0.00000,1.00000,0.44000,0.00700,0.42600,0.45300,0.00100,0.00000,1.00000
lesgol,Lesser Goldfinch,Spinus psaltria,Forest,NA,0.37000,0.00130,0.36700,0.37300,0.39900,1.00000,0.00000,0.44000,0.00150,0.43700,0.44300,0.22900,0.00000,1.00000
lesnig,Lesser Nighthawk,Chordeiles acutipennis,Aridlands,NA,0.37000,0.00250,0.36500,0.37500,0.29300,0.00000,1.00000,0.44000,0.00250,0.43500,0.44500,0.00900,0.00000,1.00000
lessca,Lesser Scaup,Aythya affinis,Water/wetland,NA,0.36800,0.00560,0.35700,0.37900,0.35700,0.00000,1.00000,0.43700,0.00570,0.42600,0.44800,0.41800,0.00000,1.00000
lesyel,Lesser Yellowlegs,Tringa flavipes,Water/wetland,Tipping Point,0.37000,0.00280,0.36400,0.37500,0.14300,0.00000,1.00000,0.44000,0.00290,0.43400,0.44500,0.18000,0.00000,1.00000
lewwoo,Lewis's Woodpecker,Melanerpes lewis,Forest,NA,0.37000,0.00260,0.36500,0.37500,0.38300,1.00000,0.00000,0.44000,0.00280,0.43500,0.44600,0.61800,1.00000,0.00000
libher,Little Blue Heron,Egretta caerulea,Water/wetland,NA,0.37000,0.00280,0.36400,0.37500,0.43300,1.00000,0.00000,0.44000,0.00310,0.43400,0.44600,0.43300,0.00000,1.00000
limpki,Limpkin,Aramus guarauna,Water/wetland,NA,0.37000,0.01030,0.35000,0.39100,0.63500,1.00000,0.00000,0.44000,0.01080,0.41900,0.46100,0.60500,1.00000,0.00000
linspa,Lincoln's Sparrow,Melospiza lincolnii,Forest,NA,0.37000,0.00050,0.36900,0.37100,0.32400,0.00000,1.00000,0.44000,0.00050,0.43900,0.44100,0.37700,0.00000,1.00000
lobcur,Long-billed Curlew,Numenius americanus,Grasslands,NA,0.37000,0.00440,0.36100,0.37900,0.23700,0.00000,1.00000,0.44000,0.00440,0.43100,0.44900,0.15700,0.00000,1.00000
lobdow,Long-billed Dowitcher,Limnodromus scolopaceus,Water/wetland,Tipping Point,0.37000,0.00430,0.36100,0.37800,0.17600,0.00000,1.00000,0.43900,0.00470,0.43000,0.44800,0.17300,0.00000,1.00000
lobthr,Long-billed Thrasher,Toxostoma longirostre,Aridlands,NA,0.37000,0.00540,0.36000,0.38100,0.35700,0.00000,1.00000,0.44000,0.00530,0.43000,0.45000,0.06700,0.00000,1.00000
loeowl,Long-eared Owl,Asio otus,Forest,NA,0.37000,0.00180,0.36600,0.37400,0.21600,0.00000,1.00000,0.44000,0.00190,0.43600,0.44400,0.31600,0.00000,1.00000
logshr,Loggerhead Shrike,Lanius ludovicianus,Grasslands,NA,0.37000,0.00090,0.36800,0.37200,0.35200,0.00000,1.00000,0.44000,0.00090,0.43800,0.44200,0.23600,0.00000,1.00000
lotduc,Long-tailed Duck,Clangula hyemalis,Water/wetland,NA,0.32600,0.01340,0.30000,0.35300,0.44900,1.00000,0.00000,0.38800,0.01370,0.36100,0.41500,0.13400,0.00000,1.00000
louwat,Louisiana Waterthrush,Parkesia motacilla,Forest,NA,0.37000,0.00140,0.36700,0.37300,0.84500,1.00000,0.00000,0.44000,0.00150,0.43700,0.44300,0.83000,1.00000,0.00000
lucwar,lucy's warbler,Leiothlypis luciae,Aridlands,NA,0.37000,0.00330,0.36400,0.37700,0.25700,0.00000,1.00000,0.44000,0.00350,0.43300,0.44700,0.01800,0.00000,1.00000
macwar,MacGillivray's Warbler,Geothlypis tolmiei,Forest,NA,0.37000,0.00100,0.36800,0.37200,0.34600,0.00000,1.00000,0.44000,0.00100,0.43800,0.44200,0.55800,1.00000,0.00000
magwar,Magnolia Warbler,Setophaga magnolia,Forest,NA,0.37000,0.00100,0.36800,0.37200,0.56500,1.00000,0.00000,0.44000,0.00100,0.43800,0.44200,0.66300,1.00000,0.00000
mallar3,Mallard,Anas platyrhynchos,Water/wetland,NA,0.36900,0.00320,0.36300,0.37600,0.30800,0.00000,1.00000,0.43900,0.00310,0.43300,0.44500,0.37700,0.00000,1.00000
margod,Marbled Godwit,Limosa fedoa,Water/wetland,NA,0.37000,0.01790,0.33500,0.40500,0.22100,0.00000,1.00000,0.43800,0.01830,0.40200,0.47400,0.27100,0.00000,1.00000
marwre,Marsh Wren,Cistothorus palustris,Water/wetland,NA,0.37000,0.00150,0.36700,0.37200,0.27700,0.00000,1.00000,0.44000,0.00160,0.43600,0.44300,0.29400,0.00000,1.00000
mcclon,Thick-billed Longspur,Rhynchophanes mccownii,Grasslands,Tipping Point,0.37000,0.00340,0.36300,0.37700,0.33300,0.00000,1.00000,0.44000,0.00360,0.43300,0.44700,0.30700,0.00000,1.00000
merlin,Merlin,Falco columbarius,Habitat Generalist,NA,0.37000,0.00060,0.36900,0.37100,0.21600,0.00000,1.00000,0.44000,0.00060,0.43900,0.44100,0.28300,0.00000,1.00000
mewgul,Common Gull,Larus canus,Water/wetland,NA,0.33200,0.02180,0.29000,0.37500,0.09000,0.00000,1.00000,0.39400,0.02210,0.35000,0.43700,0.00000,0.00000,1.00000
mexjay4,Mexican Jay,Aphelocoma wollweberi,Forest,NA,0.37000,0.01130,0.34800,0.39200,0.39400,1.00000,0.00000,0.44000,0.01140,0.41700,0.46200,0.29600,0.00000,1.00000
miskit,Mississippi Kite,Ictinia mississippiensis,Forest,NA,0.37000,0.00160,0.36700,0.37300,0.58200,1.00000,0.00000,0.44000,0.00160,0.43700,0.44300,0.40000,0.00000,1.00000
motduc,Mottled Duck,Anas fulvigula,Water/wetland,Tipping Point,0.36700,0.00770,0.35200,0.38200,0.34700,0.00000,1.00000,0.43600,0.00770,0.42100,0.45100,0.46500,1.00000,0.00000
moublu,Mountain Bluebird,Sialia currucoides,Forest,NA,0.37000,0.00100,0.36800,0.37200,0.31900,0.00000,1.00000,0.44000,0.00100,0.43800,0.44200,0.34100,0.00000,1.00000
mouchi,Mountain Chickadee,Poecile gambeli,Forest,NA,0.37000,0.00180,0.36700,0.37400,0.38400,1.00000,0.00000,0.44000,0.00180,0.43600,0.44400,0.85800,1.00000,0.00000
moudov,Mourning Dove,Zenaida macroura,Habitat Generalist,NA,0.37000,0.00060,0.36900,0.37100,0.42400,1.00000,0.00000,0.44000,0.00060,0.43900,0.44100,0.36300,0.00000,1.00000
mouplo,Mountain Plover,Charadrius montanus,Grasslands,Tipping Point,0.37000,0.01070,0.34900,0.39100,0.20900,0.00000,1.00000,0.44000,0.01050,0.42000,0.46100,0.14400,0.00000,1.00000
mouqua,Mountain Quail,Oreortyx pictus,Forest,NA,0.37000,0.00410,0.36200,0.37800,0.65100,1.00000,0.00000,0.44000,0.00430,0.43200,0.44800,0.91500,1.00000,0.00000
mouwar,Mourning Warbler,Geothlypis philadelphia,Forest,Tipping Point,0.37000,0.00210,0.36600,0.37400,0.57700,1.00000,0.00000,0.44000,0.00230,0.43500,0.44400,0.80100,1.00000,0.00000
naswar,nashville warbler,Leiothlypis ruficapilla,Forest,NA,0.37000,0.00090,0.36800,0.37200,0.49800,1.00000,0.00000,0.44000,0.00090,0.43800,0.44200,0.58100,1.00000,0.00000
nopowl,Northern Pygmy-Owl,Glaucidium gnoma,Forest,NA,0.37000,0.00250,0.36500,0.37500,0.57600,1.00000,0.00000,0.44000,0.00250,0.43500,0.44500,0.92600,1.00000,0.00000
norbob,Northern Bobwhite,Colinus virginianus,Forest,NA,0.37000,0.00130,0.36800,0.37200,0.49500,1.00000,0.00000,0.44000,0.00130,0.43700,0.44300,0.34700,0.00000,1.00000
norcar,Northern Cardinal,Cardinalis cardinalis,Forest,NA,0.37000,0.00070,0.36900,0.37100,0.63100,1.00000,0.00000,0.44000,0.00070,0.43900,0.44100,0.54900,1.00000,0.00000
norfli,Northern Flicker,Colaptes auratus,Forest,NA,0.37000,0.00030,0.36900,0.37100,0.47400,1.00000,0.00000,0.44000,0.00030,0.43900,0.44100,0.53500,1.00000,0.00000
norgos,Northern Goshawk,Accipiter gentilis,Forest,NA,0.37000,0.00080,0.36800,0.37100,0.11800,0.00000,1.00000,0.44000,0.00090,0.43800,0.44100,0.33900,0.00000,1.00000
norhar2,Northern Harrier,Circus hudsonius,Habitat Generalist,NA,0.37000,0.00060,0.36900,0.37100,0.27400,0.00000,1.00000,0.44000,0.00060,0.43900,0.44100,0.29100,0.00000,1.00000
normoc,Northern Mockingbird,Mimus polyglottos,Habitat Generalist,NA,0.37000,0.00080,0.36800,0.37100,0.50600,1.00000,0.00000,0.44000,0.00080,0.43800,0.44200,0.31700,0.00000,1.00000
norpar,Northern Parula,Setophaga americana,Forest,NA,0.37000,0.00110,0.36800,0.37200,0.69100,1.00000,0.00000,0.44000,0.00110,0.43800,0.44200,0.74000,1.00000,0.00000
norpin,Northern Pintail,Anas acuta,Water/wetland,NA,0.36900,0.00210,0.36500,0.37300,0.20700,0.00000,1.00000,0.43900,0.00210,0.43500,0.44300,0.26100,0.00000,1.00000
norsho,Northern Shoveler,Spatula clypeata,Water/wetland,NA,0.37000,0.00440,0.36100,0.37900,0.19800,0.00000,1.00000,0.44000,0.00460,0.43100,0.44900,0.21500,0.00000,1.00000
norshr4,Northern Shrike,Lanius borealis,Water/wetland,NA,0.37000,0.00070,0.36900,0.37100,0.18700,0.00000,1.00000,0.44000,0.00080,0.43800,0.44100,0.32100,0.00000,1.00000
norwat,Northern Waterthrush,Parkesia noveboracensis,Forest,NA,0.37000,0.00090,0.36800,0.37200,0.25600,0.00000,1.00000,0.44000,0.00090,0.43800,0.44200,0.41800,0.00000,1.00000
nrwswa,Northern Rough-winged Swallow,Stelgidopteryx serripennis,Habitat Generalist,NA,0.36900,0.00140,0.36700,0.37200,0.38500,1.00000,0.00000,0.43900,0.00150,0.43600,0.44200,0.39000,0.00000,1.00000
nstspa,Nelson's Sparrow,Ammospiza nelsoni,Water/wetland,NA,0.36900,0.00250,0.36400,0.37400,0.17500,0.00000,1.00000,0.43900,0.00260,0.43400,0.44400,0.24900,0.00000,1.00000
nswowl,Northern Saw-whet Owl,Aegolius acadicus,Forest,NA,0.37000,0.00140,0.36700,0.37300,0.34500,0.00000,1.00000,0.44000,0.00150,0.43700,0.44300,0.75100,1.00000,0.00000
nutwoo,Nuttall's Woodpecker,Dryobates nuttallii,Forest,NA,0.37000,0.00430,0.36200,0.37800,0.60200,1.00000,0.00000,0.44000,0.00500,0.43000,0.45000,0.45100,1.00000,0.00000
oaktit,Oak Titmouse,Baeolophus inornatus,Forest,NA,0.37000,0.00510,0.36000,0.38000,0.74200,1.00000,0.00000,0.44000,0.00570,0.42900,0.45100,0.66700,1.00000,0.00000
olispa,Olive Sparrow,Arremonops rufivirgatus,Aridlands,NA,0.37000,0.00520,0.36000,0.38000,0.36100,0.00000,0.00000,0.44000,0.00520,0.43000,0.45000,0.06200,0.00000,1.00000
olsfly,Olive-sided Flycatcher,Contopus cooperi,Forest,Tipping Point,0.37000,0.00070,0.36900,0.37100,0.34900,0.00000,1.00000,0.44000,0.00070,0.43900,0.44100,0.52500,1.00000,0.00000
orcori,Orchard Oriole,Icterus spurius,Forest,NA,0.37000,0.00090,0.36800,0.37100,0.54300,1.00000,0.00000,0.44000,0.00090,0.43800,0.44100,0.49300,1.00000,0.00000
orcwar,orange-crowned warbler,Leiothlypis celata,Forest,NA,0.37000,0.00050,0.36900,0.37100,0.31000,0.00000,1.00000,0.44000,0.00050,0.43900,0.44100,0.40700,0.00000,1.00000
osprey,Osprey,Pandion haliaetus,Water/wetland,NA,0.36700,0.00210,0.36300,0.37100,0.42500,1.00000,0.00000,0.43600,0.00210,0.43200,0.44100,0.52900,1.00000,0.00000
ovenbi1,Ovenbird,Seiurus aurocapilla,Forest,NA,0.37000,0.00140,0.36700,0.37300,0.71600,1.00000,0.00000,0.44000,0.00140,0.43700,0.44300,0.85800,1.00000,0.00000
pacwre1,Pacific Wren,Troglodytes pacificus,Forest,NA,0.36500,0.00260,0.36000,0.37000,0.44500,1.00000,0.00000,0.43400,0.00270,0.42900,0.43900,0.81200,1.00000,0.00000
pagplo,Pacific Golden-Plover,Pluvialis fulva,Water/wetland,NA,0.36300,0.00510,0.35300,0.37300,0.14600,0.00000,1.00000,0.43100,0.00490,0.42200,0.44100,0.00400,0.00000,1.00000
paibun,Painted Bunting,Passerina ciris,Forest,NA,0.37000,0.00170,0.36700,0.37300,0.64400,1.00000,0.00000,0.44000,0.00170,0.43700,0.44300,0.30400,0.00000,1.00000
palwar,Palm Warbler,Setophaga palmarum,Forest,NA,0.37000,0.00140,0.36700,0.37300,0.53100,1.00000,0.00000,0.44000,0.00150,0.43700,0.44300,0.55300,1.00000,0.00000
pasfly,Pacific-slope Flycatcher,Empidonax difficilis,Forest,NA,0.37000,0.00250,0.36500,0.37500,0.41300,1.00000,0.00000,0.44000,0.00260,0.43400,0.44500,0.69200,1.00000,0.00000
pecsan,Pectoral Sandpiper,Calidris melanotos,Water/wetland,Tipping Point,0.36900,0.00350,0.36200,0.37600,0.11700,0.00000,1.00000,0.43900,0.00360,0.43200,0.44600,0.12100,0.00000,1.00000
perfal,Peregrine Falcon,Falco peregrinus,Habitat Generalist,NA,0.36600,0.00110,0.36300,0.36800,0.22200,0.00000,1.00000,0.43500,0.00120,0.43200,0.43700,0.26700,0.00000,1.00000
phaino,Phainopepla,Phainopepla nitens,Aridlands,NA,0.37000,0.00320,0.36400,0.37600,0.29000,0.00000,1.00000,0.44000,0.00330,0.43400,0.44700,0.07800,0.00000,1.00000
phivir,Philadelphia Vireo,Vireo philadelphicus,Forest,NA,0.37000,0.00100,0.36800,0.37200,0.53700,1.00000,0.00000,0.44000,0.00100,0.43800,0.44200,0.61400,1.00000,0.00000
pibgre,Pied-billed Grebe,Podilymbus podiceps,Water/wetland,NA,0.37000,0.00140,0.36700,0.37300,0.41200,1.00000,0.00000,0.44000,0.00140,0.43700,0.44300,0.43400,0.00000,1.00000
pilwoo,Pileated Woodpecker,Dryocopus pileatus,Forest,NA,0.37000,0.00090,0.36800,0.37200,0.75600,1.00000,0.00000,0.44000,0.00090,0.43800,0.44200,0.79800,1.00000,0.00000
pingro,Pine Grosbeak,Pinicola enucleator,Forest,NA,0.37000,0.00110,0.36800,0.37200,0.08100,0.00000,1.00000,0.44000,0.00120,0.43800,0.44200,0.35500,0.00000,1.00000
pinjay,Pinyon Jay,Gymnorhinus cyanocephalus,Forest,Tipping Point,0.37000,0.00270,0.36500,0.37500,0.14000,0.00000,1.00000,0.44000,0.00280,0.43400,0.44500,0.12700,0.00000,1.00000
pinsis,Pine Siskin,Spinus pinus,Forest,NA,0.37000,0.00080,0.36800,0.37100,0.45800,1.00000,0.00000,0.44000,0.00090,0.43800,0.44100,0.64100,1.00000,0.00000
pinwar,Pine Warbler,Setophaga pinus,Forest,NA,0.37000,0.00130,0.36700,0.37200,0.77400,1.00000,0.00000,0.44000,0.00130,0.43700,0.44200,0.72300,1.00000,0.00000
plsvir,Plumbeous Vireo,Vireo plumbeus,Forest,NA,0.37000,0.00210,0.36600,0.37400,0.32900,0.00000,1.00000,0.44000,0.00200,0.43600,0.44400,0.39800,0.00000,1.00000
prafal,Prairie Falcon,Falco mexicanus,Aridlands,NA,0.37000,0.00080,0.36800,0.37200,0.29300,0.00000,1.00000,0.44000,0.00090,0.43800,0.44200,0.36100,0.00000,1.00000
prawar,Prairie Warbler,Setophaga discolor,Forest,Tipping Point,0.37000,0.00160,0.36700,0.37300,0.79100,1.00000,0.00000,0.44000,0.00150,0.43700,0.44300,0.75500,1.00000,0.00000
prowar,Prothonotary Warbler,Protonotaria citrea,Forest,NA,0.37000,0.00270,0.36500,0.37500,0.62600,1.00000,0.00000,0.44000,0.00270,0.43500,0.44500,0.69100,1.00000,0.00000
purfin,Purple Finch,Haemorhous purpureus,Forest,NA,0.37000,0.00090,0.36800,0.37200,0.59500,1.00000,0.00000,0.44000,0.00090,0.43800,0.44200,0.68500,1.00000,0.00000
purgal2,purple gallinule,Porphyrio martinica,Water/wetland,NA,0.37000,0.00730,0.35600,0.38400,0.50200,1.00000,0.00000,0.44000,0.00740,0.42500,0.45400,0.68800,1.00000,0.00000
purmar,Purple Martin,Progne subis,Habitat Generalist,NA,0.36900,0.02760,0.31500,0.42300,0.37900,0.00000,0.00000,0.44100,0.02870,0.38500,0.49700,0.38900,0.00000,0.00000
pursan,Purple Sandpiper,Calidris maritima,Water/wetland,NA,0.33900,0.03770,0.26500,0.41300,0.80900,1.00000,0.00000,0.40600,0.03720,0.33300,0.47900,0.15300,0.00000,1.00000
pygnut,Pygmy Nuthatch,Sitta pygmaea,Forest,NA,0.37000,0.00440,0.36100,0.37800,0.51800,1.00000,0.00000,0.44000,0.00430,0.43100,0.44800,0.79900,1.00000,0.00000
pyrrhu,Pyrrhuloxia,Cardinalis sinuatus,Aridlands,NA,0.37000,0.00330,0.36400,0.37700,0.48000,1.00000,0.00000,0.44000,0.00330,0.43400,0.44600,0.02800,0.00000,1.00000
rebmer,Red-breasted Merganser,Mergus serrator,Water/wetland,NA,0.36300,0.01510,0.33400,0.39300,0.37200,0.00000,0.00000,0.43100,0.01500,0.40200,0.46100,0.30400,0.00000,1.00000
rebnut,Red-breasted Nuthatch,Sitta canadensis,Forest,NA,0.37000,0.00100,0.36800,0.37200,0.53500,1.00000,0.00000,0.44000,0.00100,0.43800,0.44200,0.82600,1.00000,0.00000
rebsap,Red-breasted Sapsucker,Sphyrapicus ruber,Forest,NA,0.37000,0.00270,0.36500,0.37500,0.44600,1.00000,0.00000,0.44000,0.00280,0.43400,0.44500,0.83100,1.00000,0.00000
rebwoo,Red-bellied Woodpecker,Melanerpes carolinus,Forest,NA,0.37000,0.00080,0.36900,0.37100,0.65400,1.00000,0.00000,0.44000,0.00080,0.43800,0.44200,0.62300,1.00000,0.00000
recwoo,Red-cockaded Woodpecker,Dryobates borealis,Forest,NA,0.37000,0.01010,0.35000,0.39000,0.88300,1.00000,0.00000,0.44000,0.01050,0.41900,0.46000,0.83000,1.00000,0.00000
redcro,Red Crossbill,Loxia curvirostra,Forest,NA,0.36900,0.00140,0.36700,0.37200,0.50800,1.00000,0.00000,0.43900,0.00140,0.43600,0.44200,0.85600,1.00000,0.00000
redhea,Redhead,Aythya americana,Water/wetland,NA,0.36500,0.00810,0.35000,0.38100,0.47400,1.00000,0.00000,0.43400,0.00860,0.41700,0.45100,0.36100,0.00000,1.00000
redkno,Red Knot,Calidris canutus,Water/wetland,Tipping Point,0.35600,0.04020,0.27700,0.43400,0.48600,1.00000,0.00000,0.42000,0.03990,0.34200,0.49800,0.24200,0.00000,1.00000
reevir1,Red-eyed Vireo,Vireo olivaceus,Forest,NA,0.37000,0.00090,0.36800,0.37200,0.70600,1.00000,0.00000,0.44000,0.00090,0.43800,0.44200,0.76800,1.00000,0.00000
refwar,Red-faced Warbler,Cardellina rubrifrons,Forest,NA,0.37000,0.01000,0.35000,0.38900,0.47100,1.00000,0.00000,0.44000,0.01030,0.42000,0.46000,0.89400,1.00000,0.00000
rehwoo,Red-headed Woodpecker,Melanerpes erythrocephalus,Forest,Tipping Point,0.37000,0.00090,0.36800,0.37200,0.55000,1.00000,0.00000,0.44000,0.00090,0.43800,0.44200,0.51600,1.00000,0.00000
rengre,Red-necked Grebe,Podiceps grisegena,Water/wetland,NA,0.36100,0.00490,0.35100,0.37000,0.33800,0.00000,1.00000,0.42900,0.00480,0.41900,0.43800,0.35300,0.00000,1.00000
renpha,Red-necked Phalarope,Phalaropus lobatus,Water/wetland,NA,0.36300,0.01420,0.33500,0.39100,0.14300,0.00000,1.00000,0.43000,0.01470,0.40100,0.45900,0.05400,0.00000,1.00000
rensap,Red-naped Sapsucker,Sphyrapicus nuchalis,Forest,NA,0.37000,0.00130,0.36800,0.37300,0.32800,0.00000,1.00000,0.44000,0.00130,0.43700,0.44300,0.56900,1.00000,0.00000
reshaw,Red-shouldered Hawk,Buteo lineatus,Forest,NA,0.37000,0.00090,0.36800,0.37200,0.69300,1.00000,0.00000,0.44000,0.00100,0.43800,0.44200,0.64100,1.00000,0.00000
rethaw,Red-tailed Hawk,Buteo jamaicensis,Habitat Generalist,NA,0.37000,0.00050,0.36900,0.37100,0.37700,1.00000,0.00000,0.44000,0.00050,0.43900,0.44100,0.39900,0.00000,1.00000
retloo,Red-throated Loon,Gavia stellata,Water/wetland,NA,0.35000,0.00820,0.33400,0.36600,0.42400,1.00000,0.00000,0.41600,0.00850,0.40000,0.43300,0.13400,0.00000,1.00000
rewbla,Red-winged Blackbird,Agelaius phoeniceus,Habitat Generalist,NA,0.37000,0.00650,0.35700,0.38200,0.30700,0.00000,1.00000,0.44000,0.00680,0.42700,0.45300,0.31100,0.00000,1.00000
ribgul,Ring-billed Gull,Larus delawarensis,Water/wetland,NA,0.36900,0.00420,0.36100,0.37700,0.32900,0.00000,1.00000,0.43900,0.00430,0.43000,0.44700,0.35700,0.00000,1.00000
rinduc,Ring-necked Duck,Aythya collaris,Water/wetland,NA,0.37000,0.00220,0.36600,0.37400,0.35200,0.00000,1.00000,0.44000,0.00230,0.43500,0.44500,0.40900,0.00000,1.00000
robgro,Rose-breasted Grosbeak,Pheucticus ludovicianus,Forest,NA,0.37000,0.00090,0.36800,0.37200,0.54200,1.00000,0.00000,0.44000,0.00090,0.43800,0.44200,0.59100,1.00000,0.00000
rocsan,Rock Sandpiper,Calidris ptilocnemis,Water/wetland,Tipping Point,0.36000,0.01720,0.32600,0.39300,0.42300,1.00000,0.00000,0.42800,0.01770,0.39400,0.46300,0.03700,0.00000,1.00000
rocwre,Rock Wren,Salpinctes obsoletus,Aridlands,NA,0.37000,0.00110,0.36800,0.37200,0.25500,0.00000,1.00000,0.44000,0.00120,0.43800,0.44200,0.33200,0.00000,1.00000
rolhaw,Rough-legged Hawk,Buteo lagopus,Water/wetland,NA,0.37000,0.00090,0.36800,0.37100,0.24400,0.00000,1.00000,0.44000,0.00090,0.43800,0.44100,0.37600,0.00000,1.00000
rosgoo,Ross's Goose,Anser rossii,Water/wetland,NA,0.37000,0.00470,0.36100,0.37900,0.21000,0.00000,1.00000,0.44000,0.00460,0.43100,0.44900,0.21400,0.00000,1.00000
rosspo1,Roseate Spoonbill,Platalea ajaja,Water/wetland,NA,0.36700,0.00500,0.35700,0.37600,0.39700,1.00000,0.00000,0.43600,0.00530,0.42500,0.44600,0.44400,0.00000,0.00000
rthhum,Ruby-throated Hummingbird,Archilochus colubris,Forest,NA,0.37000,0.00080,0.36800,0.37200,0.66400,1.00000,0.00000,0.44000,0.00090,0.43800,0.44200,0.65900,1.00000,0.00000
ruckin,ruby-crowned kinglet,Corthylio calendula,Forest,NA,0.37000,0.00040,0.36900,0.37100,0.44600,1.00000,0.00000,0.44000,0.00040,0.43900,0.44100,0.54400,1.00000,0.00000
