species_code,common_name,scientific_name,habitat,tipping_pt,avg_37pct,stdev_37pct,lower95_37pct,upper95_37pct,sum_cna,over_upper95_37pct,under_lower95_37pct,avg_44pct,stdev_44pct,lower95_44pct,upper95_44pct,sum_carbon,over_upper95_44pct,under_lower95_44pct
rucspa,Rufous-crowned Sparrow,Aimophila ruficeps,Aridlands,NA,0.37000,0.00320,0.36400,0.37600,0.56800,1.00000,0.00000,0.44000,0.00360,0.43300,0.44700,0.20800,0.00000,1.00000
rudduc,Ruddy Duck,Oxyura jamaicensis,Water/wetland,NA,0.37000,0.00450,0.36100,0.37900,0.33300,0.00000,1.00000,0.44000,0.00480,0.43000,0.44900,0.35600,0.00000,1.00000
rudtur,Ruddy Turnstone,Arenaria interpres,Water/wetland,Tipping Point,0.35100,0.01150,0.32800,0.37300,0.29100,0.00000,1.00000,0.41700,0.01110,0.39500,0.43900,0.16800,0.00000,1.00000
rufgro,Ruffed Grouse,Bonasa umbellus,Forest,NA,0.37000,0.00200,0.36600,0.37400,0.60900,1.00000,0.00000,0.44000,0.00200,0.43600,0.44400,0.94200,1.00000,0.00000
rufhum,Rufous Hummingbird,Selasphorus rufus,Forest,Tipping Point,0.37000,0.00140,0.36700,0.37300,0.36700,0.00000,1.00000,0.44000,0.00150,0.43700,0.44300,0.56900,1.00000,0.00000
rusbla,Rusty Blackbird,Euphagus carolinus,Forest,NA,0.37000,0.00120,0.36800,0.37200,0.33900,0.00000,1.00000,0.44000,0.00120,0.43800,0.44200,0.42100,0.00000,1.00000
saggro,Greater Sage-Grouse,Centrocercus urophasianus,Aridlands,Tipping Point,0.37000,0.00280,0.36400,0.37600,0.11900,0.00000,1.00000,0.44000,0.00290,0.43400,0.44600,0.66800,1.00000,0.00000
sagspa1,Sagebrush Sparrow,Artemisiospiza nevadensis,Aridlands,NA,0.37000,0.00180,0.36600,0.37400,0.11700,0.00000,1.00000,0.44000,0.00190,0.43600,0.44400,0.11300,0.00000,1.00000
sagthr,Sage Thrasher,Oreoscoptes montanus,Aridlands,NA,0.37000,0.00130,0.36700,0.37300,0.18800,0.00000,1.00000,0.44000,0.00140,0.43700,0.44300,0.28600,0.00000,1.00000
sancra,Sandhill Crane,Antigone canadensis,Water/wetland,NA,0.37000,0.00310,0.36400,0.37600,0.29600,0.00000,1.00000,0.44000,0.00310,0.43400,0.44600,0.26000,0.00000,1.00000
sander,Sanderling,Calidris alba,Water/wetland,NA,0.35900,0.01100,0.33700,0.38100,0.52600,1.00000,0.00000,0.42600,0.01160,0.40300,0.44900,0.22100,0.00000,1.00000
savspa,Savannah Sparrow,Passerculus sandwichensis,Grasslands,NA,0.36900,0.00070,0.36800,0.37100,0.29600,0.00000,1.00000,0.43900,0.00070,0.43800,0.44100,0.25200,0.00000,1.00000
saypho,Say's Phoebe,Sayornis saya,Habitat Generalist,NA,0.37000,0.00090,0.36800,0.37200,0.31100,0.00000,1.00000,0.44000,0.00090,0.43800,0.44200,0.22600,0.00000,1.00000
scaqua,Scaled Quail,Callipepla squamata,Aridlands,NA,0.37000,0.00270,0.36500,0.37500,0.49000,1.00000,0.00000,0.44000,0.00300,0.43400,0.44600,0.02400,0.00000,1.00000
scatan,Scarlet Tanager,Piranga olivacea,Forest,NA,0.37000,0.00130,0.36700,0.37200,0.78000,1.00000,0.00000,0.44000,0.00130,0.43700,0.44200,0.82000,1.00000,0.00000
scoori,Scott's Oriole,Icterus parisorum,Forest,NA,0.37000,0.00240,0.36500,0.37500,0.30300,0.00000,1.00000,0.44000,0.00250,0.43500,0.44500,0.05300,0.00000,1.00000
sctfly,Scissor-tailed Flycatcher,Tyrannus forficatus,Grasslands,NA,0.37000,0.00180,0.36700,0.37400,0.54500,1.00000,0.00000,0.44000,0.00180,0.43700,0.44400,0.25100,0.00000,1.00000
sedwre1,sedge wren,Cistothorus stellaris,Grasslands,NA,0.37000,0.00140,0.36700,0.37300,0.30600,0.00000,1.00000,0.44000,0.00140,0.43700,0.44300,0.33900,0.00000,1.00000
semplo,Semipalmated Plover,Charadrius semipalmatus,Water/wetland,NA,0.36700,0.00770,0.35100,0.38200,0.22800,0.00000,1.00000,0.43600,0.00800,0.42000,0.45100,0.24700,0.00000,1.00000
semsan,Semipalmated Sandpiper,Calidris pusilla,Water/wetland,Tipping Point,0.36800,0.00750,0.35300,0.38300,0.21000,0.00000,1.00000,0.43700,0.00760,0.42300,0.45200,0.27300,0.00000,1.00000
shbdow,Short-billed Dowitcher,Limnodromus griseus,Water/wetland,Tipping Point,0.36400,0.01840,0.32800,0.40000,0.30900,0.00000,1.00000,0.43300,0.01860,0.39700,0.47000,0.33800,0.00000,1.00000
sheowl,Short-eared Owl,Asio flammeus,Habitat Generalist,NA,0.37000,0.00130,0.36700,0.37200,0.23200,0.00000,1.00000,0.44000,0.00120,0.43700,0.44200,0.25800,0.00000,1.00000
shshaw,Sharp-shinned Hawk,Accipiter striatus,Forest,NA,0.37000,0.00060,0.36900,0.37100,0.37700,1.00000,0.00000,0.44000,0.00060,0.43900,0.44100,0.52000,1.00000,0.00000
shtgro,Sharp-tailed Grouse,Tympanuchus phasianellus,Grasslands,NA,0.37000,0.00200,0.36600,0.37400,0.45100,1.00000,0.00000,0.44000,0.00210,0.43600,0.44400,0.67900,1.00000,0.00000
smilon,Smith's Longspur,Calcarius pictus,Water/wetland,NA,0.37000,0.00350,0.36300,0.37700,0.25700,0.00000,1.00000,0.44000,0.00390,0.43200,0.44800,0.22000,0.00000,1.00000
snobun,Snow Bunting,Plectrophenax nivalis,Water/wetland,NA,0.36800,0.00140,0.36600,0.37100,0.13600,0.00000,1.00000,0.43800,0.00140,0.43500,0.44100,0.24400,0.00000,1.00000
snoegr,Snowy Egret,Egretta thula,Water/wetland,NA,0.36800,0.00610,0.35600,0.38000,0.36100,0.00000,0.00000,0.43700,0.00630,0.42500,0.44900,0.41600,0.00000,1.00000
snogoo,Snow Goose,Anser caerulescens,Water/wetland,NA,0.37000,0.00280,0.36400,0.37500,0.23800,0.00000,1.00000,0.44000,0.00280,0.43400,0.44500,0.27800,0.00000,1.00000
snoowl1,Snowy Owl,Bubo scandiacus,Water/wetland,Tipping Point,0.36500,0.00280,0.35900,0.37000,0.13500,0.00000,1.00000,0.43300,0.00310,0.42700,0.44000,0.16200,0.00000,1.00000
solsan,Solitary Sandpiper,Tringa solitaria,Water/wetland,NA,0.37000,0.00090,0.36800,0.37200,0.28400,0.00000,1.00000,0.44000,0.00090,0.43800,0.44200,0.32100,0.00000,1.00000
sonspa,Song Sparrow,Melospiza melodia,Habitat Generalist,NA,0.37000,0.00050,0.36900,0.37100,0.47800,1.00000,0.00000,0.44000,0.00050,0.43900,0.44100,0.50600,1.00000,0.00000
soogro1,Sooty Grouse,Dendragapus fuliginosus,Forest,NA,0.37000,0.00460,0.36100,0.37900,0.29700,0.00000,1.00000,0.44000,0.00480,0.43000,0.44900,0.86700,1.00000,0.00000
sora,Sora,Porzana carolina,Water/wetland,NA,0.37000,0.00130,0.36700,0.37300,0.26000,0.00000,1.00000,0.44000,0.00140,0.43700,0.44300,0.29500,0.00000,1.00000
sposan,Spotted Sandpiper,Actitis macularius,Water/wetland,NA,0.37000,0.00070,0.36800,0.37100,0.23800,0.00000,1.00000,0.44000,0.00070,0.43800,0.44100,0.34500,0.00000,1.00000
spotow,Spotted Towhee,Pipilo maculatus,Forest,NA,0.37000,0.00090,0.36800,0.37200,0.45800,1.00000,0.00000,0.44000,0.00090,0.43800,0.44200,0.52100,1.00000,0.00000
sprgro,spruce grouse,Canachites canadensis,Forest,NA,0.37000,0.00170,0.36700,0.37300,0.03300,0.00000,1.00000,0.44000,0.00190,0.43600,0.44400,0.42600,0.00000,1.00000
sprpip,Sprague's Pipit,Anthus spragueii,Grasslands,Tipping Point,0.37000,0.00190,0.36600,0.37400,0.33900,0.00000,1.00000,0.44000,0.00200,0.43600,0.44400,0.43300,0.00000,1.00000
steeid,Steller's Eider,Polysticta stelleri,Water/wetland,NA,0.33200,0.01050,0.31100,0.35200,0.52200,1.00000,0.00000,0.39400,0.01050,0.37300,0.41500,0.00000,0.00000,1.00000
stejay,Steller's Jay,Cyanocitta stelleri,Forest,NA,0.37000,0.00190,0.36600,0.37400,0.53000,1.00000,0.00000,0.44000,0.00190,0.43600,0.44400,0.87700,1.00000,0.00000
stisan,Stilt Sandpiper,Calidris himantopus,Water/wetland,Tipping Point,0.37000,0.00280,0.36400,0.37500,0.21100,0.00000,1.00000,0.44000,0.00290,0.43400,0.44600,0.23300,0.00000,1.00000
sumtan,Summer Tanager,Piranga rubra,Forest,NA,0.37000,0.00110,0.36800,0.37200,0.73600,1.00000,0.00000,0.44000,0.00110,0.43800,0.44200,0.62200,1.00000,0.00000
surfbi,Surfbird,Calidris virgata,Water/wetland,Tipping Point,0.33800,0.00920,0.32000,0.35500,0.55700,1.00000,0.00000,0.40100,0.00970,0.38200,0.42000,0.09400,0.00000,1.00000
sursco,Surf Scoter,Melanitta perspicillata,Water/wetland,NA,0.32700,0.00950,0.30900,0.34600,0.72200,1.00000,0.00000,0.39000,0.00960,0.37100,0.40800,0.20600,0.00000,1.00000
swahaw,Swainson's Hawk,Buteo swainsoni,Grasslands,NA,0.37000,0.00220,0.36600,0.37500,0.43400,1.00000,0.00000,0.44000,0.00230,0.43600,0.44400,0.24900,0.00000,1.00000
swaspa,Swamp Sparrow,Melospiza georgiana,Water/wetland,NA,0.37000,0.00090,0.36800,0.37200,0.46300,1.00000,0.00000,0.44000,0.00090,0.43800,0.44200,0.49400,1.00000,0.00000
swathr,Swainson's Thrush,Catharus ustulatus,Forest,NA,0.37000,0.00080,0.36800,0.37200,0.39200,1.00000,0.00000,0.44000,0.00090,0.43800,0.44200,0.61400,1.00000,0.00000
swawar,Swainson's Warbler,Limnothlypis swainsonii,Forest,NA,0.37000,0.00220,0.36600,0.37400,0.85400,1.00000,0.00000,0.44000,0.00230,0.43500,0.44500,0.76700,1.00000,0.00000
swtkit,Swallow-tailed Kite,Elanoides forficatus,Forest,NA,0.37000,0.00720,0.35600,0.38400,0.66200,1.00000,0.00000,0.44000,0.00730,0.42600,0.45400,0.55700,1.00000,0.00000
tenwar,tennessee warbler,Leiothlypis peregrina,Forest,NA,0.37000,0.00090,0.36800,0.37200,0.56400,1.00000,0.00000,0.44000,0.00090,0.43800,0.44200,0.61300,1.00000,0.00000
towsol,Townsend's Solitaire,Myadestes townsendi,Forest,NA,0.37000,0.00110,0.36800,0.37200,0.36500,0.00000,1.00000,0.44000,0.00110,0.43800,0.44200,0.68300,1.00000,0.00000
towwar,Townsend's Warbler,Setophaga townsendi,Forest,NA,0.37000,0.00170,0.36700,0.37300,0.39300,1.00000,0.00000,0.44000,0.00170,0.43600,0.44300,0.66400,1.00000,0.00000
treswa,Tree Swallow,Tachycineta bicolor,Habitat Generalist,NA,0.37000,0.02770,0.31600,0.42400,0.33900,0.00000,0.00000,0.44000,0.02890,0.38300,0.49600,0.42100,0.00000,0.00000
tribla,Tricolored Blackbird,Agelaius tricolor,Water/wetland,Tipping Point,0.37000,0.01850,0.33400,0.40600,0.64500,1.00000,0.00000,0.44000,0.01930,0.40300,0.47800,0.03000,0.00000,1.00000
triher,Tricolored Heron,Egretta tricolor,Water/wetland,NA,0.36000,0.03130,0.29900,0.42200,0.46000,1.00000,0.00000,0.42800,0.03140,0.36600,0.48900,0.57600,1.00000,0.00000
truswa,Trumpeter Swan,Cygnus buccinator,Water/wetland,NA,0.37000,0.00240,0.36500,0.37500,0.17500,0.00000,1.00000,0.44000,0.00240,0.43500,0.44500,0.46900,1.00000,0.00000
tuftit,Tufted Titmouse,Baeolophus bicolor,Forest,NA,0.37000,0.00100,0.36800,0.37200,0.75600,1.00000,0.00000,0.44000,0.00090,0.43800,0.44200,0.73700,1.00000,0.00000
tunswa,Tundra Swan,Cygnus columbianus,Water/wetland,NA,0.36900,0.00410,0.36100,0.37700,0.12000,0.00000,1.00000,0.43900,0.00430,0.43000,0.44700,0.24000,0.00000,1.00000
turvul,Turkey Vulture,Cathartes aura,Habitat Generalist,NA,0.37000,0.00060,0.36900,0.37100,0.54200,1.00000,0.00000,0.44000,0.00060,0.43900,0.44100,0.45800,1.00000,0.00000
uplsan,Upland Sandpiper,Bartramia longicauda,Grasslands,NA,0.37000,0.00120,0.36800,0.37200,0.46200,1.00000,0.00000,0.44000,0.00120,0.43800,0.44200,0.34900,0.00000,1.00000
varbun,Varied Bunting,Passerina versicolor,Aridlands,NA,0.37000,0.00620,0.35800,0.38200,0.40900,1.00000,0.00000,0.44000,0.00640,0.42800,0.45200,0.01100,0.00000,1.00000
varthr,Varied Thrush,Ixoreus naevius,Forest,NA,0.36900,0.00160,0.36600,0.37200,0.27500,0.00000,1.00000,0.43900,0.00170,0.43600,0.44200,0.63700,1.00000,0.00000
vauswi,Vaux's Swift,Chaetura vauxi,Forest,NA,0.37000,0.00690,0.35600,0.38300,0.47200,1.00000,0.00000,0.44000,0.00700,0.42600,0.45400,0.62800,1.00000,0.00000
veery,Veery,Catharus fuscescens,Forest,NA,0.37000,0.00150,0.36700,0.37300,0.63500,1.00000,0.00000,0.44000,0.00160,0.43700,0.44300,0.82000,1.00000,0.00000
verdin,Verdin,Auriparus flaviceps,Aridlands,NA,0.37000,0.00260,0.36500,0.37500,0.29100,0.00000,1.00000,0.44000,0.00280,0.43400,0.44600,0.01100,0.00000,1.00000
verfly,Vermilion Flycatcher,Pyrocephalus rubinus,Aridlands,NA,0.37000,0.00260,0.36500,0.37500,0.50000,1.00000,0.00000,0.44000,0.00260,0.43500,0.44500,0.05900,0.00000,1.00000
vesspa,Vesper Sparrow,Pooecetes gramineus,Grasslands,NA,0.37000,0.00080,0.36900,0.37200,0.36800,0.00000,1.00000,0.44000,0.00080,0.43800,0.44200,0.39200,0.00000,1.00000
vigswa,Violet-green Swallow,Tachycineta thalassina,Forest,NA,0.37000,0.00120,0.36800,0.37200,0.33700,0.00000,1.00000,0.44000,0.00120,0.43800,0.44200,0.51500,1.00000,0.00000
virrai,Virginia Rail,Rallus limicola,Water/wetland,NA,0.37000,0.00140,0.36700,0.37300,0.31900,0.00000,1.00000,0.44000,0.00160,0.43700,0.44300,0.33200,0.00000,1.00000
virwar,virginia's warbler,Leiothlypis virginiae,Forest,NA,0.37000,0.00210,0.36600,0.37400,0.33200,0.00000,1.00000,0.44000,0.00210,0.43600,0.44400,0.39400,0.00000,1.00000
wantat1,Wandering Tattler,Tringa incana,Water/wetland,Tipping Point,0.36100,0.00310,0.35500,0.36700,0.07800,0.00000,1.00000,0.43000,0.00330,0.42300,0.43600,0.04800,0.00000,1.00000
warvir,Warbling Vireo,Vireo gilvus,Forest,NA,0.37000,0.00070,0.36900,0.37100,0.37100,0.00000,0.00000,0.44000,0.00070,0.43900,0.44100,0.56700,1.00000,0.00000
wesblu,Western Bluebird,Sialia mexicana,Forest,NA,0.37000,0.00160,0.36700,0.37300,0.44500,1.00000,0.00000,0.44000,0.00180,0.43600,0.44300,0.39100,0.00000,1.00000
wesgre,Western Grebe,Aechmophorus occidentalis,Water/wetland,Tipping Point,0.36600,0.01140,0.34400,0.38900,0.51400,1.00000,0.00000,0.43500,0.01210,0.41200,0.45900,0.48400,1.00000,0.00000
weskin,Western Kingbird,Tyrannus verticalis,Grasslands,NA,0.37000,0.00120,0.36800,0.37200,0.36700,0.00000,1.00000,0.44000,0.00130,0.43700,0.44200,0.22000,0.00000,1.00000
wesmea,Western Meadowlark,Sturnella neglecta,Grasslands,NA,0.37000,0.00090,0.36800,0.37200,0.41700,1.00000,0.00000,0.44000,0.00090,0.43800,0.44200,0.43300,0.00000,1.00000
wesowl1,Western Screech-Owl,Megascops kennicottii,Forest,NA,0.37000,0.00290,0.36400,0.37600,0.42100,1.00000,0.00000,0.44000,0.00320,0.43400,0.44600,0.35600,0.00000,1.00000
wessan,Western Sandpiper,Calidris mauri,Water/wetland,NA,0.36500,0.01100,0.34400,0.38700,0.34700,0.00000,0.00000,0.43500,0.01120,0.41300,0.45700,0.17700,0.00000,1.00000
westan,Western Tanager,Piranga ludoviciana,Forest,NA,0.37000,0.00090,0.36800,0.37200,0.36700,0.00000,1.00000,0.44000,0.00100,0.43800,0.44200,0.57100,1.00000,0.00000
wewpew,Western Wood-Pewee,Contopus sordidulus,Forest,NA,0.37000,0.00090,0.36800,0.37200,0.37700,1.00000,0.00000,0.44000,0.00090,0.43800,0.44200,0.51000,1.00000,0.00000
whbnut,White-breasted Nuthatch,Sitta carolinensis,Forest,NA,0.37000,0.00090,0.36800,0.37200,0.63400,1.00000,0.00000,0.44000,0.00100,0.43800,0.44200,0.68500,1.00000,0.00000
whcspa,White-crowned Sparrow,Zonotrichia leucophrys,Habitat Generalist,NA,0.37000,0.00060,0.36900,0.37100,0.29900,0.00000,1.00000,0.44000,0.00060,0.43900,0.44100,0.26900,0.00000,1.00000
whevir,White-eyed Vireo,Vireo griseus,Forest,NA,0.37000,0.00110,0.36800,0.37200,0.75200,1.00000,0.00000,0.44000,0.00110,0.43800,0.44200,0.66000,1.00000,0.00000
whfibi,White-faced Ibis,Plegadis chihi,Water/wetland,NA,0.37000,0.00500,0.36000,0.38000,0.16000,0.00000,1.00000,0.44000,0.00510,0.43000,0.45000,0.18500,0.00000,1.00000
whhwoo,White-headed Woodpecker,Dryobates albolarvatus,Forest,NA,0.37000,0.00670,0.35700,0.38300,0.73100,1.00000,0.00000,0.44000,0.00680,0.42700,0.45300,0.95000,1.00000,0.00000
whiibi,White Ibis,Eudocimus albus,Water/wetland,NA,0.36800,0.00510,0.35800,0.37800,0.46800,1.00000,0.00000,0.43700,0.00540,0.42700,0.44800,0.51500,1.00000,0.00000
whimbr,Whimbrel,Numenius phaeopus,Water/wetland,Tipping Point,0.36900,0.00570,0.35800,0.38000,0.17300,0.00000,1.00000,0.43800,0.00600,0.42600,0.45000,0.11700,0.00000,1.00000
whrsan,White-rumped Sandpiper,Calidris fuscicollis,Water/wetland,NA,0.37000,0.00260,0.36500,0.37500,0.23700,0.00000,1.00000,0.44000,0.00280,0.43400,0.44500,0.23800,0.00000,1.00000
whtkit,White-tailed Kite,Elanus leucurus,Habitat Generalist,NA,0.37000,0.00920,0.35200,0.38800,0.32000,0.00000,1.00000,0.44000,0.00950,0.42200,0.45900,0.18100,0.00000,1.00000
whtspa,White-throated Sparrow,Zonotrichia albicollis,Forest,NA,0.37000,0.00070,0.36800,0.37100,0.56700,1.00000,0.00000,0.44000,0.00080,0.43800,0.44100,0.58800,1.00000,0.00000
whtswi,White-throated Swift,Aeronautes saxatalis,Aridlands,NA,0.37000,0.00180,0.36600,0.37400,0.29300,0.00000,1.00000,0.44000,0.00190,0.43600,0.44400,0.32800,0.00000,1.00000
whwcro,White-winged Crossbill,Loxia leucoptera,Forest,NA,0.36900,0.00140,0.36700,0.37200,0.09200,0.00000,1.00000,0.43900,0.00150,0.43600,0.44200,0.25900,0.00000,1.00000
whwdov,White-winged Dove,Zenaida asiatica,Aridlands,NA,0.37000,0.00240,0.36500,0.37500,0.38900,1.00000,0.00000,0.44000,0.00260,0.43500,0.44500,0.05500,0.00000,1.00000
whwsco2,white-winged scoter,Melanitta deglandi,Water/wetland,NA,0.33900,0.00840,0.32300,0.35600,0.49500,1.00000,0.00000,0.40300,0.00930,0.38500,0.42200,0.16200,0.00000,1.00000
wilfly,Willow Flycatcher,Empidonax traillii,Forest,NA,0.37000,0.00090,0.36800,0.37200,0.35100,0.00000,1.00000,0.44000,0.00090,0.43800,0.44200,0.39100,0.00000,1.00000
willet1,Willet,Tringa semipalmata,Water/wetland,NA,0.36600,0.00680,0.35200,0.37900,0.32000,0.00000,1.00000,0.43400,0.00700,0.42000,0.44800,0.33600,0.00000,1.00000
wilpha,Wilson's Phalarope,Phalaropus tricolor,Water/wetland,NA,0.37000,0.01770,0.33600,0.40500,0.08300,0.00000,1.00000,0.43900,0.01850,0.40200,0.47500,0.08900,0.00000,1.00000
wilpta,Willow Ptarmigan,Lagopus lagopus,Water/wetland,NA,0.36900,0.00180,0.36600,0.37300,0.00300,0.00000,1.00000,0.43900,0.00180,0.43600,0.44300,0.05300,0.00000,1.00000
wilsap,Williamson's Sapsucker,Sphyrapicus thyroideus,Forest,NA,0.37000,0.00220,0.36600,0.37400,0.46400,1.00000,0.00000,0.44000,0.00230,0.43600,0.44400,0.83000,1.00000,0.00000
wilsni1,Wilson's Snipe,Gallinago delicata,Water/wetland,NA,0.37000,0.00090,0.36800,0.37200,0.19000,0.00000,1.00000,0.44000,0.00100,0.43800,0.44200,0.26400,0.00000,1.00000
wiltur,Wild Turkey,Meleagris gallopavo,Forest,NA,0.37000,0.00090,0.36800,0.37200,0.61700,1.00000,0.00000,0.44000,0.00090,0.43800,0.44200,0.58100,1.00000,0.00000
winwre3,Winter Wren,Troglodytes hiemalis,Forest,NA,0.37000,0.00110,0.36800,0.37200,0.65400,1.00000,0.00000,0.44000,0.00110,0.43800,0.44200,0.76000,1.00000,0.00000
wlswar,Wilson's Warbler,Cardellina pusilla,Forest,NA,0.37000,0.00060,0.36900,0.37100,0.26600,0.00000,1.00000,0.44000,0.00060,0.43900,0.44100,0.31000,0.00000,1.00000
woewar1,Worm-eating Warbler,Helmitheros vermivorum,Forest,NA,0.37000,0.00210,0.36600,0.37400,0.85800,1.00000,0.00000,0.44000,0.00230,0.43500,0.44400,0.87700,1.00000,0.00000
wooduc,Wood Duck,Aix sponsa,Water/wetland,NA,0.37000,0.00080,0.36800,0.37200,0.46300,1.00000,0.00000,0.44000,0.00080,0.43800,0.44200,0.47700,1.00000,0.00000
wooscj2,Woodhouse's Scrub-Jay,Aphelocoma woodhouseii,Forest,NA,0.37000,0.00230,0.36500,0.37400,0.29300,0.00000,1.00000,0.44000,0.00240,0.43500,0.44500,0.20000,0.00000,1.00000
woosto,Wood Stork,Mycteria americana,Water/wetland,NA,0.37000,0.00580,0.35900,0.38200,0.47500,1.00000,0.00000,0.44000,0.00580,0.42900,0.45200,0.47800,1.00000,0.00000
woothr,Wood Thrush,Hylocichla mustelina,Forest,Tipping Point,0.37000,0.00110,0.36800,0.37200,0.75000,1.00000,0.00000,0.44000,0.00120,0.43800,0.44200,0.75300,1.00000,0.00000
wrenti,Wrentit,Chamaea fasciata,Aridlands,NA,0.37000,0.00470,0.36100,0.37900,0.72600,1.00000,0.00000,0.44000,0.00520,0.43000,0.45000,0.84000,1.00000,0.00000
y00475,American Coot,Fulica americana,Water/wetland,NA,0.37000,0.00390,0.36200,0.37700,0.28000,0.00000,1.00000,0.44000,0.00390,0.43200,0.44700,0.36700,0.00000,1.00000
y00678,crested caracara,Caracara plancus,Aridlands,NA,0.37000,0.00370,0.36300,0.37700,0.44600,1.00000,0.00000,0.44000,0.00370,0.43300,0.44700,0.11300,0.00000,1.00000
yebcha,Yellow-breasted Chat,Icteria virens,Forest,NA,0.37000,0.00090,0.36800,0.37200,0.61900,1.00000,0.00000,0.44000,0.00100,0.43800,0.44200,0.53400,1.00000,0.00000
yebcuc,Yellow-billed Cuckoo,Coccyzus americanus,Forest,NA,0.37000,0.00080,0.36900,0.37100,0.65900,1.00000,0.00000,0.44000,0.00080,0.43800,0.44200,0.57800,1.00000,0.00000
yebfly,Yellow-bellied Flycatcher,Empidonax flaviventris,Forest,NA,0.37000,0.00180,0.36600,0.37300,0.43000,1.00000,0.00000,0.44000,0.00190,0.43600,0.44400,0.68200,1.00000,0.00000
yebloo,Yellow-billed Loon,Gavia adamsii,Water/wetland,Tipping Point,0.35800,0.00380,0.35100,0.36600,0.06700,0.00000,1.00000,0.42600,0.00400,0.41800,0.43400,0.00600,0.00000,1.00000
yebmag,Yellow-billed Magpie,Pica nuttalli,Forest,Tipping Point,0.37000,0.01380,0.34300,0.39700,0.57600,1.00000,0.00000,0.44000,0.01400,0.41200,0.46800,0.27600,0.00000,1.00000
yebsap,Yellow-bellied Sapsucker,Sphyrapicus varius,Forest,NA,0.37000,0.00090,0.36800,0.37200,0.68200,1.00000,0.00000,0.44000,0.00090,0.43800,0.44200,0.72400,1.00000,0.00000
yehbla,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,Water/wetland,NA,0.37000,0.00440,0.36200,0.37900,0.32100,0.00000,1.00000,0.44000,0.00440,0.43100,0.44900,0.16100,0.00000,1.00000
yelwar,Yellow Warbler,Setophaga petechia,Forest,NA,0.37000,0.00050,0.36900,0.37100,0.34100,0.00000,1.00000,0.44000,0.00050,0.43900,0.44100,0.42100,0.00000,1.00000
yerwar,Yellow-rumped Warbler,Setophaga coronata,Forest,NA,0.37000,0.00040,0.36900,0.37100,0.42900,1.00000,0.00000,0.44000,0.00040,0.43900,0.44100,0.50900,1.00000,0.00000
yetvir,Yellow-throated Vireo,Vireo flavifrons,Forest,NA,0.37000,0.00100,0.36800,0.37200,0.71900,1.00000,0.00000,0.44000,0.00100,0.43800,0.44200,0.70100,1.00000,0.00000
yetwar,Yellow-throated Warbler,Setophaga dominica,Forest,NA,0.37000,0.00150,0.36700,0.37300,0.77800,1.00000,0.00000,0.44000,0.00150,0.43700,0.44300,0.76300,1.00000,0.00000
