"","species_code","common_name","scientific_name","habitat","tipping_pt","avg_37pct","stdev_37pct","lower95_37pct","upper95_37pct","sum_cna","over_upper95_37pct","under_lower95_37pct","avg_44pct","stdev_44pct","lower95_44pct","upper95_44pct","sum_carbon","over_upper95_44pct","under_lower95_44pct","p_value_37pct","p_value_44pct"
"359","rucspa","Rufous-crowned Sparrow","Aimophila ruficeps","Aridlands",NA,0.37,0.0032,0.364,0.376,0.568,1,0,0.44,0.0036,0.433,0.447,0.208,0,1,0,0
"360","rudduc","Ruddy Duck","Oxyura jamaicensis","Water/wetland",NA,0.37,0.0045,0.361,0.379,0.333,0,1,0.44,0.0048,0.43,0.449,0.356,0,1,0,0
"361","rudtur","Ruddy Turnstone","Arenaria interpres","Water/wetland","Tipping Point",0.351,0.0115,0.328,0.373,0.291,0,1,0.417,0.0111,0.395,0.439,0.168,0,1,0,0
"362","rufgro","Ruffed Grouse","Bonasa umbellus","Forest",NA,0.37,0.002,0.366,0.374,0.609,1,0,0.44,0.002,0.436,0.444,0.942,1,0,0,0
"363","rufhum","Rufous Hummingbird","Selasphorus rufus","Forest","Tipping Point",0.37,0.0014,0.367,0.373,0.367,0,1,0.44,0.0015,0.437,0.443,0.569,1,0,0,0
"364","rusbla","Rusty Blackbird","Euphagus carolinus","Forest",NA,0.37,0.0012,0.368,0.372,0.339,0,1,0.44,0.0012,0.438,0.442,0.421,0,1,0,0
"365","saggro","Greater Sage-Grouse","Centrocercus urophasianus","Aridlands","Tipping Point",0.37,0.0028,0.364,0.376,0.119,0,1,0.44,0.0029,0.434,0.446,0.668,1,0,0,0
"366","sagspa1","Sagebrush Sparrow","Artemisiospiza nevadensis","Aridlands",NA,0.37,0.0018,0.366,0.374,0.117,0,1,0.44,0.0019,0.436,0.444,0.113,0,1,0,0
"367","sagthr","Sage Thrasher","Oreoscoptes montanus","Aridlands",NA,0.37,0.0013,0.367,0.373,0.188,0,1,0.44,0.0014,0.437,0.443,0.286,0,1,0,0
"368","sancra","Sandhill Crane","Antigone canadensis","Water/wetland",NA,0.37,0.0031,0.364,0.376,0.296,0,1,0.44,0.0031,0.434,0.446,0.26,0,1,0,0
"369","sander","Sanderling","Calidris alba","Water/wetland",NA,0.359,0.011,0.337,0.381,0.526,1,0,0.426,0.0116,0.403,0.449,0.221,0,1,0,0
"370","savspa","Savannah Sparrow","Passerculus sandwichensis","Grasslands",NA,0.369,7e-04,0.368,0.371,0.296,0,1,0.439,7e-04,0.438,0.441,0.252,0,1,0,0
"371","saypho","Say's Phoebe","Sayornis saya","Habitat Generalist",NA,0.37,9e-04,0.368,0.372,0.311,0,1,0.44,9e-04,0.438,0.442,0.226,0,1,0,0
"372","scaqua","Scaled Quail","Callipepla squamata","Aridlands",NA,0.37,0.0027,0.365,0.375,0.49,1,0,0.44,0.003,0.434,0.446,0.024,0,1,0,0
"373","scatan","Scarlet Tanager","Piranga olivacea","Forest",NA,0.37,0.0013,0.367,0.372,0.78,1,0,0.44,0.0013,0.437,0.442,0.82,1,0,0,0
"374","scoori","Scott's Oriole","Icterus parisorum","Forest",NA,0.37,0.0024,0.365,0.375,0.303,0,1,0.44,0.0025,0.435,0.445,0.053,0,1,0,0
"375","sctfly","Scissor-tailed Flycatcher","Tyrannus forficatus","Grasslands",NA,0.37,0.0018,0.367,0.374,0.545,1,0,0.44,0.0018,0.437,0.444,0.251,0,1,0,0
"376","sedwre1","sedge wren","Cistothorus stellaris","Grasslands",NA,0.37,0.0014,0.367,0.373,0.306,0,1,0.44,0.0014,0.437,0.443,0.339,0,1,0,0
"377","semplo","Semipalmated Plover","Charadrius semipalmatus","Water/wetland",NA,0.367,0.0077,0.351,0.382,0.228,0,1,0.436,0.008,0.42,0.451,0.247,0,1,0,0
"378","semsan","Semipalmated Sandpiper","Calidris pusilla","Water/wetland","Tipping Point",0.368,0.0075,0.353,0.383,0.21,0,1,0.437,0.0076,0.423,0.452,0.273,0,1,0,0
"379","shbdow","Short-billed Dowitcher","Limnodromus griseus","Water/wetland","Tipping Point",0.364,0.0184,0.328,0.4,0.309,0,1,0.433,0.0186,0.397,0.47,0.338,0,1,0,0
"380","sheowl","Short-eared Owl","Asio flammeus","Habitat Generalist",NA,0.37,0.0013,0.367,0.372,0.232,0,1,0.44,0.0012,0.437,0.442,0.258,0,1,0,0
"381","shshaw","Sharp-shinned Hawk","Accipiter striatus","Forest",NA,0.37,6e-04,0.369,0.371,0.377,1,0,0.44,6e-04,0.439,0.441,0.52,1,0,0,0
"382","shtgro","Sharp-tailed Grouse","Tympanuchus phasianellus","Grasslands",NA,0.37,0.002,0.366,0.374,0.451,1,0,0.44,0.0021,0.436,0.444,0.679,1,0,0,0
"383","smilon","Smith's Longspur","Calcarius pictus","Water/wetland",NA,0.37,0.0035,0.363,0.377,0.257,0,1,0.44,0.0039,0.432,0.448,0.22,0,1,0,0
"384","snobun","Snow Bunting","Plectrophenax nivalis","Water/wetland",NA,0.368,0.0014,0.366,0.371,0.136,0,1,0.438,0.0014,0.435,0.441,0.244,0,1,0,0
"385","snoegr","Snowy Egret","Egretta thula","Water/wetland",NA,0.368,0.0061,0.356,0.38,0.361,0,0,0.437,0.0063,0.425,0.449,0.416,0,1,6.81320815681436e-185,0
"386","snogoo","Snow Goose","Anser caerulescens","Water/wetland",NA,0.37,0.0028,0.364,0.375,0.238,0,1,0.44,0.0028,0.434,0.445,0.278,0,1,0,0
"387","snoowl1","Snowy Owl","Bubo scandiacus","Water/wetland","Tipping Point",0.365,0.0028,0.359,0.37,0.135,0,1,0.433,0.0031,0.427,0.44,0.162,0,1,0,0
"388","solsan","Solitary Sandpiper","Tringa solitaria","Water/wetland",NA,0.37,9e-04,0.368,0.372,0.284,0,1,0.44,9e-04,0.438,0.442,0.321,0,1,0,0
"389","sonspa","Song Sparrow","Melospiza melodia","Habitat Generalist",NA,0.37,5e-04,0.369,0.371,0.478,1,0,0.44,5e-04,0.439,0.441,0.506,1,0,0,0
"390","soogro1","Sooty Grouse","Dendragapus fuliginosus","Forest",NA,0.37,0.0046,0.361,0.379,0.297,0,1,0.44,0.0048,0.43,0.449,0.867,1,0,0,0
"391","sora","Sora","Porzana carolina","Water/wetland",NA,0.37,0.0013,0.367,0.373,0.26,0,1,0.44,0.0014,0.437,0.443,0.295,0,1,0,0
"392","sposan","Spotted Sandpiper","Actitis macularius","Water/wetland",NA,0.37,7e-04,0.368,0.371,0.238,0,1,0.44,7e-04,0.438,0.441,0.345,0,1,0,0
"393","spotow","Spotted Towhee","Pipilo maculatus","Forest",NA,0.37,9e-04,0.368,0.372,0.458,1,0,0.44,9e-04,0.438,0.442,0.521,1,0,0,0
"394","sprgro","spruce grouse","Canachites canadensis","Forest",NA,0.37,0.0017,0.367,0.373,0.033,0,1,0.44,0.0019,0.436,0.444,0.426,0,1,0,0
"395","sprpip","Sprague's Pipit","Anthus spragueii","Grasslands","Tipping Point",0.37,0.0019,0.366,0.374,0.339,0,1,0.44,0.002,0.436,0.444,0.433,0,1,0,0
"396","steeid","Steller's Eider","Polysticta stelleri","Water/wetland",NA,0.332,0.0105,0.311,0.352,0.522,1,0,0.394,0.0105,0.373,0.415,0,0,1,0,0
"397","stejay","Steller's Jay","Cyanocitta stelleri","Forest",NA,0.37,0.0019,0.366,0.374,0.53,1,0,0.44,0.0019,0.436,0.444,0.877,1,0,0,0
"398","stisan","Stilt Sandpiper","Calidris himantopus","Water/wetland","Tipping Point",0.37,0.0028,0.364,0.375,0.211,0,1,0.44,0.0029,0.434,0.446,0.233,0,1,0,0
"399","sumtan","Summer Tanager","Piranga rubra","Forest",NA,0.37,0.0011,0.368,0.372,0.736,1,0,0.44,0.0011,0.438,0.442,0.622,1,0,0,0
"400","surfbi","Surfbird","Calidris virgata","Water/wetland","Tipping Point",0.338,0.0092,0.32,0.355,0.557,1,0,0.401,0.0097,0.382,0.42,0.094,0,1,0,0
"401","sursco","Surf Scoter","Melanitta perspicillata","Water/wetland",NA,0.327,0.0095,0.309,0.346,0.722,1,0,0.39,0.0096,0.371,0.408,0.206,0,1,0,0
"402","swahaw","Swainson's Hawk","Buteo swainsoni","Grasslands",NA,0.37,0.0022,0.366,0.375,0.434,1,0,0.44,0.0023,0.436,0.444,0.249,0,1,0,0
"403","swaspa","Swamp Sparrow","Melospiza georgiana","Water/wetland",NA,0.37,9e-04,0.368,0.372,0.463,1,0,0.44,9e-04,0.438,0.442,0.494,1,0,0,0
"404","swathr","Swainson's Thrush","Catharus ustulatus","Forest",NA,0.37,8e-04,0.368,0.372,0.392,1,0,0.44,9e-04,0.438,0.442,0.614,1,0,0,0
"405","swawar","Swainson's Warbler","Limnothlypis swainsonii","Forest",NA,0.37,0.0022,0.366,0.374,0.854,1,0,0.44,0.0023,0.435,0.445,0.767,1,0,0,0
"406","swtkit","Swallow-tailed Kite","Elanoides forficatus","Forest",NA,0.37,0.0072,0.356,0.384,0.662,1,0,0.44,0.0073,0.426,0.454,0.557,1,0,0,0
"407","tenwar","tennessee warbler","Leiothlypis peregrina","Forest",NA,0.37,9e-04,0.368,0.372,0.564,1,0,0.44,9e-04,0.438,0.442,0.613,1,0,0,0
"408","towsol","Townsend's Solitaire","Myadestes townsendi","Forest",NA,0.37,0.0011,0.368,0.372,0.365,0,1,0.44,0.0011,0.438,0.442,0.683,1,0,0,0
"409","towwar","Townsend's Warbler","Setophaga townsendi","Forest",NA,0.37,0.0017,0.367,0.373,0.393,1,0,0.44,0.0017,0.436,0.443,0.664,1,0,0,0
"410","treswa","Tree Swallow","Tachycineta bicolor","Habitat Generalist",NA,0.37,0.0277,0.316,0.424,0.339,0,0,0.44,0.0289,0.383,0.496,0.421,0,0,9.01785695447517e-179,2.32611993286102e-80
"411","tribla","Tricolored Blackbird","Agelaius tricolor","Water/wetland","Tipping Point",0.37,0.0185,0.334,0.406,0.645,1,0,0.44,0.0193,0.403,0.478,0.03,0,1,0,0
"412","triher","Tricolored Heron","Egretta tricolor","Water/wetland",NA,0.36,0.0313,0.299,0.422,0.46,1,0,0.428,0.0314,0.366,0.489,0.576,1,0,0,0
"413","truswa","Trumpeter Swan","Cygnus buccinator","Water/wetland",NA,0.37,0.0024,0.365,0.375,0.175,0,1,0.44,0.0024,0.435,0.445,0.469,1,0,0,0
"414","tuftit","Tufted Titmouse","Baeolophus bicolor","Forest",NA,0.37,0.001,0.368,0.372,0.756,1,0,0.44,9e-04,0.438,0.442,0.737,1,0,0,0
"415","tunswa","Tundra Swan","Cygnus columbianus","Water/wetland",NA,0.369,0.0041,0.361,0.377,0.12,0,1,0.439,0.0043,0.43,0.447,0.24,0,1,0,0
"416","turvul","Turkey Vulture","Cathartes aura","Habitat Generalist",NA,0.37,6e-04,0.369,0.371,0.542,1,0,0.44,6e-04,0.439,0.441,0.458,1,0,0,0
"417","uplsan","Upland Sandpiper","Bartramia longicauda","Grasslands",NA,0.37,0.0012,0.368,0.372,0.462,1,0,0.44,0.0012,0.438,0.442,0.349,0,1,0,0
"418","varbun","Varied Bunting","Passerina versicolor","Aridlands",NA,0.37,0.0062,0.358,0.382,0.409,1,0,0.44,0.0064,0.428,0.452,0.011,0,1,0,0
"419","varthr","Varied Thrush","Ixoreus naevius","Forest",NA,0.369,0.0016,0.366,0.372,0.275,0,1,0.439,0.0017,0.436,0.442,0.637,1,0,0,0
"420","vauswi","Vaux's Swift","Chaetura vauxi","Forest",NA,0.37,0.0069,0.356,0.383,0.472,1,0,0.44,0.007,0.426,0.454,0.628,1,0,0,0
"421","veery","Veery","Catharus fuscescens","Forest",NA,0.37,0.0015,0.367,0.373,0.635,1,0,0.44,0.0016,0.437,0.443,0.82,1,0,0,0
"422","verdin","Verdin","Auriparus flaviceps","Aridlands",NA,0.37,0.0026,0.365,0.375,0.291,0,1,0.44,0.0028,0.434,0.446,0.011,0,1,0,0
"423","verfly","Vermilion Flycatcher","Pyrocephalus rubinus","Aridlands",NA,0.37,0.0026,0.365,0.375,0.5,1,0,0.44,0.0026,0.435,0.445,0.059,0,1,0,0
"424","vesspa","Vesper Sparrow","Pooecetes gramineus","Grasslands",NA,0.37,8e-04,0.369,0.372,0.368,0,1,0.44,8e-04,0.438,0.442,0.392,0,1,0,0
"425","vigswa","Violet-green Swallow","Tachycineta thalassina","Forest",NA,0.37,0.0012,0.368,0.372,0.337,0,1,0.44,0.0012,0.438,0.442,0.515,1,0,0,0
"426","virrai","Virginia Rail","Rallus limicola","Water/wetland",NA,0.37,0.0014,0.367,0.373,0.319,0,1,0.44,0.0016,0.437,0.443,0.332,0,1,0,0
"427","virwar","virginia's warbler","Leiothlypis virginiae","Forest",NA,0.37,0.0021,0.366,0.374,0.332,0,1,0.44,0.0021,0.436,0.444,0.394,0,1,0,0
"428","wantat1","Wandering Tattler","Tringa incana","Water/wetland","Tipping Point",0.361,0.0031,0.355,0.367,0.078,0,1,0.43,0.0033,0.423,0.436,0.048,0,1,0,0
"429","warvir","Warbling Vireo","Vireo gilvus","Forest",NA,0.37,7e-04,0.369,0.371,0.371,0,0,0.44,7e-04,0.439,0.441,0.567,1,0,6.13820885230274e-244,0
"430","wesblu","Western Bluebird","Sialia mexicana","Forest",NA,0.37,0.0016,0.367,0.373,0.445,1,0,0.44,0.0018,0.436,0.443,0.391,0,1,0,0
"431","wesgre","Western Grebe","Aechmophorus occidentalis","Water/wetland","Tipping Point",0.366,0.0114,0.344,0.389,0.514,1,0,0.435,0.0121,0.412,0.459,0.484,1,0,0,0
"432","weskin","Western Kingbird","Tyrannus verticalis","Grasslands",NA,0.37,0.0012,0.368,0.372,0.367,0,1,0.44,0.0013,0.437,0.442,0.22,0,1,0,0
"433","wesmea","Western Meadowlark","Sturnella neglecta","Grasslands",NA,0.37,9e-04,0.368,0.372,0.417,1,0,0.44,9e-04,0.438,0.442,0.433,0,1,0,0
"434","wesowl1","Western Screech-Owl","Megascops kennicottii","Forest",NA,0.37,0.0029,0.364,0.376,0.421,1,0,0.44,0.0032,0.434,0.446,0.356,0,1,0,0
"435","wessan","Western Sandpiper","Calidris mauri","Water/wetland",NA,0.365,0.011,0.344,0.387,0.347,0,0,0.435,0.0112,0.413,0.457,0.177,0,1,3.21460218248199e-285,0
"436","westan","Western Tanager","Piranga ludoviciana","Forest",NA,0.37,9e-04,0.368,0.372,0.367,0,1,0.44,0.001,0.438,0.442,0.571,1,0,0,0
"437","wewpew","Western Wood-Pewee","Contopus sordidulus","Forest",NA,0.37,9e-04,0.368,0.372,0.377,1,0,0.44,9e-04,0.438,0.442,0.51,1,0,0,0
"438","whbnut","White-breasted Nuthatch","Sitta carolinensis","Forest",NA,0.37,9e-04,0.368,0.372,0.634,1,0,0.44,0.001,0.438,0.442,0.685,1,0,0,0
"439","whcspa","White-crowned Sparrow","Zonotrichia leucophrys","Habitat Generalist",NA,0.37,6e-04,0.369,0.371,0.299,0,1,0.44,6e-04,0.439,0.441,0.269,0,1,0,0
"440","whevir","White-eyed Vireo","Vireo griseus","Forest",NA,0.37,0.0011,0.368,0.372,0.752,1,0,0.44,0.0011,0.438,0.442,0.66,1,0,0,0
"441","whfibi","White-faced Ibis","Plegadis chihi","Water/wetland",NA,0.37,0.005,0.36,0.38,0.16,0,1,0.44,0.0051,0.43,0.45,0.185,0,1,0,0
"442","whhwoo","White-headed Woodpecker","Dryobates albolarvatus","Forest",NA,0.37,0.0067,0.357,0.383,0.731,1,0,0.44,0.0068,0.427,0.453,0.95,1,0,0,0
"443","whiibi","White Ibis","Eudocimus albus","Water/wetland",NA,0.368,0.0051,0.358,0.378,0.468,1,0,0.437,0.0054,0.427,0.448,0.515,1,0,0,0
"444","whimbr","Whimbrel","Numenius phaeopus","Water/wetland","Tipping Point",0.369,0.0057,0.358,0.38,0.173,0,1,0.438,0.006,0.426,0.45,0.117,0,1,0,0
"445","whrsan","White-rumped Sandpiper","Calidris fuscicollis","Water/wetland",NA,0.37,0.0026,0.365,0.375,0.237,0,1,0.44,0.0028,0.434,0.445,0.238,0,1,0,0
"446","whtkit","White-tailed Kite","Elanus leucurus","Habitat Generalist",NA,0.37,0.0092,0.352,0.388,0.32,0,1,0.44,0.0095,0.422,0.459,0.181,0,1,0,0
"447","whtspa","White-throated Sparrow","Zonotrichia albicollis","Forest",NA,0.37,7e-04,0.368,0.371,0.567,1,0,0.44,8e-04,0.438,0.441,0.588,1,0,0,0
"448","whtswi","White-throated Swift","Aeronautes saxatalis","Aridlands",NA,0.37,0.0018,0.366,0.374,0.293,0,1,0.44,0.0019,0.436,0.444,0.328,0,1,0,0
"449","whwcro","White-winged Crossbill","Loxia leucoptera","Forest",NA,0.369,0.0014,0.367,0.372,0.092,0,1,0.439,0.0015,0.436,0.442,0.259,0,1,0,0
"450","whwdov","White-winged Dove","Zenaida asiatica","Aridlands",NA,0.37,0.0024,0.365,0.375,0.389,1,0,0.44,0.0026,0.435,0.445,0.055,0,1,0,0
"451","whwsco2","white-winged scoter","Melanitta deglandi","Water/wetland",NA,0.339,0.0084,0.323,0.356,0.495,1,0,0.403,0.0093,0.385,0.422,0.162,0,1,0,0
"452","wilfly","Willow Flycatcher","Empidonax traillii","Forest",NA,0.37,9e-04,0.368,0.372,0.351,0,1,0.44,9e-04,0.438,0.442,0.391,0,1,0,0
"453","willet1","Willet","Tringa semipalmata","Water/wetland",NA,0.366,0.0068,0.352,0.379,0.32,0,1,0.434,0.007,0.42,0.448,0.336,0,1,0,0
"454","wilpha","Wilson's Phalarope","Phalaropus tricolor","Water/wetland",NA,0.37,0.0177,0.336,0.405,0.083,0,1,0.439,0.0185,0.402,0.475,0.089,0,1,0,0
"455","wilpta","Willow Ptarmigan","Lagopus lagopus","Water/wetland",NA,0.369,0.0018,0.366,0.373,0.003,0,1,0.439,0.0018,0.436,0.443,0.053,0,1,0,0
"456","wilsap","Williamson's Sapsucker","Sphyrapicus thyroideus","Forest",NA,0.37,0.0022,0.366,0.374,0.464,1,0,0.44,0.0023,0.436,0.444,0.83,1,0,0,0
"457","wilsni1","Wilson's Snipe","Gallinago delicata","Water/wetland",NA,0.37,9e-04,0.368,0.372,0.19,0,1,0.44,0.001,0.438,0.442,0.264,0,1,0,0
"458","wiltur","Wild Turkey","Meleagris gallopavo","Forest",NA,0.37,9e-04,0.368,0.372,0.617,1,0,0.44,9e-04,0.438,0.442,0.581,1,0,0,0
"459","winwre3","Winter Wren","Troglodytes hiemalis","Forest",NA,0.37,0.0011,0.368,0.372,0.654,1,0,0.44,0.0011,0.438,0.442,0.76,1,0,0,0
"460","wlswar","Wilson's Warbler","Cardellina pusilla","Forest",NA,0.37,6e-04,0.369,0.371,0.266,0,1,0.44,6e-04,0.439,0.441,0.31,0,1,0,0
"461","woewar1","Worm-eating Warbler","Helmitheros vermivorum","Forest",NA,0.37,0.0021,0.366,0.374,0.858,1,0,0.44,0.0023,0.435,0.444,0.877,1,0,0,0
"462","wooduc","Wood Duck","Aix sponsa","Water/wetland",NA,0.37,8e-04,0.368,0.372,0.463,1,0,0.44,8e-04,0.438,0.442,0.477,1,0,0,0
"463","wooscj2","Woodhouse's Scrub-Jay","Aphelocoma woodhouseii","Forest",NA,0.37,0.0023,0.365,0.374,0.293,0,1,0.44,0.0024,0.435,0.445,0.2,0,1,0,0
"464","woosto","Wood Stork","Mycteria americana","Water/wetland",NA,0.37,0.0058,0.359,0.382,0.475,1,0,0.44,0.0058,0.429,0.452,0.478,1,0,0,0
"465","woothr","Wood Thrush","Hylocichla mustelina","Forest","Tipping Point",0.37,0.0011,0.368,0.372,0.75,1,0,0.44,0.0012,0.438,0.442,0.753,1,0,0,0
"466","wrenti","Wrentit","Chamaea fasciata","Aridlands",NA,0.37,0.0047,0.361,0.379,0.726,1,0,0.44,0.0052,0.43,0.45,0.84,1,0,0,0
"467","y00475","American Coot","Fulica americana","Water/wetland",NA,0.37,0.0039,0.362,0.377,0.28,0,1,0.44,0.0039,0.432,0.447,0.367,0,1,0,0
"468","y00678","crested caracara","Caracara plancus","Aridlands",NA,0.37,0.0037,0.363,0.377,0.446,1,0,0.44,0.0037,0.433,0.447,0.113,0,1,0,0
"469","yebcha","Yellow-breasted Chat","Icteria virens","Forest",NA,0.37,9e-04,0.368,0.372,0.619,1,0,0.44,0.001,0.438,0.442,0.534,1,0,0,0
"470","yebcuc","Yellow-billed Cuckoo","Coccyzus americanus","Forest",NA,0.37,8e-04,0.369,0.371,0.659,1,0,0.44,8e-04,0.438,0.442,0.578,1,0,0,0
"471","yebfly","Yellow-bellied Flycatcher","Empidonax flaviventris","Forest",NA,0.37,0.0018,0.366,0.373,0.43,1,0,0.44,0.0019,0.436,0.444,0.682,1,0,0,0
"472","yebloo","Yellow-billed Loon","Gavia adamsii","Water/wetland","Tipping Point",0.358,0.0038,0.351,0.366,0.067,0,1,0.426,0.004,0.418,0.434,0.006,0,1,0,0
"473","yebmag","Yellow-billed Magpie","Pica nuttalli","Forest","Tipping Point",0.37,0.0138,0.343,0.397,0.576,1,0,0.44,0.014,0.412,0.468,0.276,0,1,0,0
"474","yebsap","Yellow-bellied Sapsucker","Sphyrapicus varius","Forest",NA,0.37,9e-04,0.368,0.372,0.682,1,0,0.44,9e-04,0.438,0.442,0.724,1,0,0,0
"475","yehbla","Yellow-headed Blackbird","Xanthocephalus xanthocephalus","Water/wetland",NA,0.37,0.0044,0.362,0.379,0.321,0,1,0.44,0.0044,0.431,0.449,0.161,0,1,0,0
"476","yelwar","Yellow Warbler","Setophaga petechia","Forest",NA,0.37,5e-04,0.369,0.371,0.341,0,1,0.44,5e-04,0.439,0.441,0.421,0,1,0,0
"477","yerwar","Yellow-rumped Warbler","Setophaga coronata","Forest",NA,0.37,4e-04,0.369,0.371,0.429,1,0,0.44,4e-04,0.439,0.441,0.509,1,0,0,0
"478","yetvir","Yellow-throated Vireo","Vireo flavifrons","Forest",NA,0.37,0.001,0.368,0.372,0.719,1,0,0.44,0.001,0.438,0.442,0.701,1,0,0,0
"479","yetwar","Yellow-throated Warbler","Setophaga dominica","Forest",NA,0.37,0.0015,0.367,0.373,0.778,1,0,0.44,0.0015,0.437,0.443,0.763,1,0,0,0
